variant,counts_9114_c_F_1,counts_9114_c_F_3,counts_9114_c_F_2,counts_9114_c_F_6,counts_9114_c_F_7,counts_9114_c_F_5,counts_9114_c_F_4,counts_9114_c_F_8
0101111000000000,11.0,60.0,32.0,144.0,47.0,75.0,166.0,27.0
0101110111110111,11.0,13.0,4.0,11.0,28.0,40.0,21.0,10.0
0101110111100001,11.0,130.0,11.0,162.0,30.0,208.0,135.0,24.0
0101110111011011,11.0,23.0,18.0,60.0,68.0,69.0,62.0,40.0
0101110110110011,11.0,19.0,7.0,33.0,64.0,75.0,26.0,40.0
0101110110101011,11.0,14.0,12.0,31.0,19.0,35.0,20.0,16.0
0101110110000001,11.0,12.0,8.0,28.0,15.0,43.0,22.0,8.0
0101110100110011,11.0,37.0,7.0,52.0,47.0,94.0,51.0,119.0
0101110100101001,11.0,25.0,11.0,65.0,57.0,48.0,27.0,47.0
0101110100000001,11.0,17.0,12.0,32.0,57.0,36.0,30.0,19.0
0101110010110000,11.0,24.0,172.0,8.0,19.0,45.0,72.0,7.0
0101110010101001,11.0,55.0,7.0,14.0,14.0,18.0,48.0,30.0
0101110010100111,11.0,16.0,3.0,28.0,16.0,19.0,14.0,22.0
0101110010011100,11.0,69.0,11.0,56.0,36.0,97.0,85.0,112.0
0101110010011011,11.0,23.0,11.0,54.0,34.0,39.0,44.0,87.0
0101110010011001,11.0,150.0,16.0,84.0,42.0,56.0,62.0,127.0
0101110000100101,11.0,26.0,7.0,47.0,57.0,20.0,22.0,70.0
0101110000001110,11.0,21.0,10.0,34.0,38.0,82.0,40.0,32.0
0101110000001101,11.0,37.0,20.0,61.0,50.0,84.0,78.0,178.0
0101110000001001,11.0,101.0,38.0,46.0,164.0,117.0,114.0,113.0
0101110000000010,11.0,195.0,56.0,62.0,84.0,167.0,123.0,26.0
0101101111111011,11.0,40.0,38.0,58.0,26.0,49.0,45.0,24.0
0101101111101100,11.0,57.0,23.0,41.0,33.0,116.0,68.0,4.0
0101101111011010,11.0,97.0,16.0,172.0,35.0,180.0,80.0,13.0
0101101110111011,11.0,15.0,9.0,74.0,48.0,54.0,18.0,70.0
0101101110010111,11.0,32.0,10.0,39.0,49.0,48.0,63.0,63.0
0101101110010100,11.0,20.0,13.0,85.0,74.0,48.0,52.0,36.0
0101101110000111,11.0,15.0,26.0,24.0,27.0,31.0,16.0,36.0
0101101101100111,11.0,64.0,17.0,130.0,44.0,114.0,53.0,48.0
0101101100111000,11.0,21.0,14.0,88.0,49.0,81.0,74.0,48.0
0101101100100000,11.0,24.0,9.0,57.0,47.0,145.0,75.0,11.0
0101101100010000,11.0,63.0,28.0,43.0,118.0,106.0,93.0,80.0
0101101010111111,11.0,11.0,7.0,20.0,30.0,21.0,4.0,65.0
0101101010110001,11.0,44.0,11.0,19.0,33.0,37.0,47.0,39.0
0101101010100100,11.0,23.0,8.0,22.0,31.0,48.0,35.0,31.0
0101101010001110,11.0,62.0,6.0,103.0,57.0,145.0,62.0,23.0
0101101001100100,11.0,95.0,15.0,55.0,42.0,124.0,56.0,40.0
0101101001011001,11.0,53.0,61.0,31.0,64.0,101.0,59.0,96.0
0101101000001000,11.0,66.0,5.0,113.0,45.0,158.0,108.0,35.0
0101100111011100,11.0,15.0,14.0,57.0,67.0,35.0,73.0,12.0
0101100111010011,11.0,77.0,18.0,104.0,84.0,74.0,25.0,27.0
0101100111001011,11.0,99.0,10.0,50.0,20.0,211.0,39.0,18.0
0101100110011111,11.0,25.0,12.0,25.0,70.0,61.0,31.0,95.0
0101100101110101,11.0,78.0,76.0,88.0,22.0,53.0,46.0,78.0
0101100101011010,11.0,71.0,16.0,88.0,36.0,94.0,41.0,10.0
0101100100010100,11.0,33.0,54.0,21.0,22.0,11.0,32.0,19.0
0101100100001111,11.0,37.0,66.0,37.0,44.0,32.0,26.0,134.0
0101100100001010,11.0,39.0,9.0,75.0,85.0,39.0,164.0,41.0
0101100011111111,11.0,13.0,2.0,72.0,48.0,49.0,19.0,94.0
0101100011111001,11.0,36.0,12.0,53.0,61.0,155.0,60.0,49.0
0101100011101101,11.0,30.0,10.0,41.0,35.0,51.0,95.0,46.0
0101100011011111,11.0,68.0,10.0,55.0,10.0,34.0,66.0,27.0
0101100010110011,11.0,10.0,15.0,40.0,37.0,27.0,33.0,76.0
0101100010010111,11.0,17.0,10.0,34.0,43.0,22.0,12.0,92.0
0101100001110001,11.0,61.0,10.0,24.0,25.0,36.0,47.0,59.0
0101100001011111,11.0,9.0,2.0,28.0,36.0,30.0,24.0,67.0
0101100001011001,11.0,18.0,9.0,33.0,26.0,22.0,30.0,115.0
0101100000110101,11.0,25.0,6.0,73.0,26.0,30.0,45.0,163.0
0101100000101101,11.0,46.0,15.0,45.0,72.0,41.0,35.0,69.0
0101011111110110,11.0,59.0,7.0,82.0,21.0,76.0,99.0,16.0
0101011111100111,11.0,31.0,65.0,56.0,45.0,121.0,70.0,24.0
0101011111001011,11.0,114.0,35.0,52.0,63.0,154.0,114.0,15.0
0101011110010111,11.0,97.0,8.0,55.0,56.0,81.0,40.0,108.0
0101011110010110,11.0,73.0,23.0,41.0,179.0,89.0,57.0,50.0
0101011110000101,11.0,27.0,10.0,17.0,30.0,58.0,28.0,74.0
0101011101111011,11.0,102.0,15.0,91.0,81.0,147.0,60.0,129.0
0101011101001010,11.0,55.0,9.0,74.0,59.0,67.0,74.0,6.0
0101011101000110,11.0,27.0,23.0,32.0,15.0,42.0,41.0,4.0
0101011101000100,11.0,49.0,27.0,62.0,64.0,89.0,101.0,24.0
0101011100101001,11.0,80.0,13.0,126.0,103.0,159.0,161.0,161.0
0101011100001000,11.0,135.0,15.0,108.0,67.0,149.0,222.0,20.0
0101011011111011,11.0,41.0,32.0,58.0,67.0,95.0,74.0,19.0
0101011011101001,11.0,71.0,14.0,154.0,172.0,201.0,334.0,33.0
0101011010111100,11.0,19.0,4.0,34.0,28.0,11.0,16.0,34.0
0101011010111000,11.0,19.0,6.0,40.0,36.0,44.0,35.0,30.0
0101011010110111,11.0,9.0,9.0,14.0,39.0,10.0,9.0,41.0
0101011010001100,11.0,46.0,87.0,76.0,101.0,55.0,112.0,39.0
0101011001111100,11.0,26.0,19.0,75.0,46.0,79.0,52.0,87.0
0101011001111000,11.0,24.0,16.0,33.0,25.0,86.0,59.0,15.0
0101011000010011,11.0,59.0,37.0,46.0,65.0,67.0,60.0,231.0
0101011000000001,11.0,143.0,19.0,104.0,90.0,132.0,88.0,162.0
0101010111111010,11.0,29.0,21.0,45.0,40.0,67.0,59.0,4.0
0101010111101101,11.0,121.0,47.0,80.0,138.0,108.0,89.0,91.0
0101010111010111,11.0,47.0,59.0,40.0,83.0,54.0,69.0,133.0
0101010110110011,11.0,30.0,33.0,22.0,33.0,33.0,54.0,78.0
0101010110110010,11.0,22.0,11.0,115.0,72.0,57.0,61.0,50.0
0101010110110000,11.0,153.0,12.0,46.0,29.0,177.0,83.0,60.0
0101010110101010,11.0,41.0,22.0,57.0,60.0,105.0,35.0,15.0
0101010110100010,11.0,106.0,7.0,72.0,44.0,86.0,58.0,17.0
0101010110100000,11.0,142.0,8.0,201.0,63.0,119.0,102.0,28.0
0101010110011000,11.0,268.0,264.0,48.0,55.0,65.0,107.0,36.0
0101010110001001,11.0,34.0,11.0,38.0,94.0,39.0,113.0,66.0
0101010110000111,11.0,35.0,8.0,63.0,15.0,42.0,40.0,73.0
0101010101010101,11.0,43.0,14.0,26.0,35.0,25.0,16.0,70.0
0101010101010100,11.0,18.0,13.0,100.0,118.0,63.0,47.0,35.0
0101010101000101,11.0,18.0,11.0,51.0,82.0,65.0,54.0,46.0
0101010100111011,11.0,32.0,20.0,42.0,56.0,40.0,59.0,46.0
0101010100101100,11.0,38.0,16.0,66.0,31.0,62.0,34.0,145.0
0101010100010110,11.0,23.0,47.0,90.0,86.0,64.0,17.0,47.0
0101010100000000,11.0,38.0,10.0,76.0,115.0,49.0,22.0,20.0
0101010011110110,11.0,28.0,17.0,20.0,25.0,59.0,27.0,3.0
0101010011110001,11.0,43.0,22.0,29.0,38.0,31.0,81.0,60.0
0101010011011111,11.0,21.0,6.0,53.0,62.0,64.0,44.0,131.0
0101010011000100,11.0,98.0,30.0,76.0,40.0,73.0,99.0,7.0
0101010010101011,11.0,35.0,46.0,39.0,54.0,41.0,81.0,68.0
0101010010100101,11.0,48.0,62.0,27.0,63.0,102.0,50.0,148.0
0101010010001000,11.0,74.0,17.0,82.0,33.0,72.0,66.0,24.0
0101010001101011,11.0,127.0,38.0,55.0,100.0,91.0,196.0,67.0
0101010001010111,11.0,12.0,19.0,21.0,15.0,74.0,7.0,54.0
0101010001001000,11.0,100.0,14.0,62.0,32.0,81.0,81.0,11.0
0101010000111000,11.0,13.0,9.0,16.0,20.0,40.0,13.0,19.0
0101010000011011,11.0,80.0,20.0,82.0,140.0,71.0,42.0,206.0
0101010000000010,11.0,76.0,45.0,150.0,131.0,191.0,90.0,47.0
0101001111111111,11.0,8.0,14.0,15.0,23.0,73.0,13.0,14.0
0101001111110001,11.0,49.0,36.0,48.0,47.0,49.0,43.0,14.0
0101001110000011,11.0,25.0,5.0,78.0,96.0,33.0,67.0,30.0
0101001101111011,11.0,36.0,88.0,23.0,42.0,42.0,26.0,50.0
0101001101011111,11.0,15.0,9.0,22.0,27.0,34.0,20.0,30.0
0101001101011011,11.0,61.0,12.0,36.0,67.0,55.0,59.0,63.0
0101001100011001,11.0,20.0,6.0,116.0,155.0,127.0,70.0,119.0
0101001100010111,11.0,9.0,15.0,18.0,19.0,30.0,25.0,53.0
0101001011111101,11.0,27.0,11.0,23.0,58.0,73.0,47.0,129.0
0101001011111000,11.0,55.0,1.0,76.0,18.0,222.0,79.0,9.0
0101001010100111,11.0,10.0,1.0,68.0,17.0,27.0,31.0,64.0
0101001010100000,11.0,22.0,21.0,45.0,41.0,209.0,60.0,14.0
0101001010011100,11.0,3.0,10.0,34.0,34.0,43.0,8.0,31.0
0101001010001111,11.0,50.0,22.0,52.0,51.0,68.0,34.0,102.0
0101001010001000,11.0,143.0,7.0,151.0,78.0,196.0,90.0,17.0
0101001010000100,11.0,38.0,8.0,114.0,60.0,143.0,83.0,29.0
0101001010000010,11.0,53.0,13.0,57.0,43.0,91.0,77.0,37.0
0101001001100111,11.0,32.0,21.0,56.0,47.0,79.0,122.0,23.0
0101001001011000,11.0,17.0,19.0,40.0,58.0,14.0,30.0,32.0
0101001001010100,11.0,68.0,5.0,19.0,11.0,82.0,50.0,28.0
0101001000011110,11.0,26.0,10.0,52.0,83.0,96.0,45.0,73.0
0101001000010111,11.0,21.0,14.0,36.0,17.0,21.0,36.0,60.0
0101001000000000,11.0,53.0,85.0,59.0,35.0,121.0,96.0,18.0
0101000111110010,11.0,44.0,8.0,111.0,47.0,271.0,144.0,4.0
0101000111010010,11.0,119.0,15.0,158.0,65.0,193.0,76.0,2.0
0101000110111100,11.0,95.0,28.0,46.0,67.0,55.0,36.0,81.0
0101000110110100,11.0,90.0,37.0,81.0,20.0,23.0,68.0,65.0
0101000110010110,11.0,64.0,16.0,52.0,68.0,116.0,56.0,40.0
0101000110010100,11.0,85.0,263.0,96.0,70.0,147.0,38.0,39.0
0101000101110000,11.0,42.0,61.0,105.0,107.0,132.0,204.0,32.0
0101000100111010,11.0,23.0,20.0,77.0,44.0,77.0,29.0,40.0
0101000100100000,11.0,77.0,45.0,44.0,28.0,133.0,111.0,20.0
0101000100011100,11.0,55.0,14.0,32.0,87.0,105.0,86.0,46.0
0101000100010010,11.0,108.0,22.0,142.0,109.0,190.0,109.0,76.0
0101000011111011,11.0,176.0,23.0,80.0,86.0,160.0,91.0,43.0
0101000011101100,11.0,50.0,74.0,33.0,55.0,56.0,107.0,14.0
0101000011100100,11.0,54.0,8.0,96.0,26.0,366.0,58.0,8.0
0101000011100000,11.0,43.0,22.0,80.0,61.0,91.0,98.0,7.0
0101000011011101,11.0,78.0,5.0,164.0,224.0,245.0,60.0,352.0
0101000011000111,11.0,61.0,46.0,98.0,50.0,120.0,118.0,53.0
0101000010111010,11.0,44.0,12.0,101.0,88.0,72.0,48.0,10.0
0101000010110001,11.0,38.0,78.0,32.0,66.0,44.0,34.0,92.0
0101000001101000,11.0,130.0,14.0,204.0,44.0,144.0,150.0,15.0
0101000001100110,11.0,227.0,150.0,119.0,58.0,122.0,249.0,14.0
0101000001100100,11.0,27.0,16.0,42.0,30.0,105.0,89.0,26.0
0101000001001100,11.0,178.0,37.0,375.0,152.0,198.0,95.0,65.0
0101000000101001,11.0,34.0,66.0,54.0,69.0,192.0,128.0,123.0
0101000000100111,11.0,45.0,56.0,61.0,42.0,36.0,34.0,55.0
0101000000100100,11.0,44.0,13.0,31.0,19.0,44.0,30.0,35.0
0101000000011111,11.0,30.0,15.0,72.0,96.0,27.0,43.0,303.0
0101000000000101,11.0,61.0,40.0,81.0,170.0,127.0,73.0,220.0
0100111100110101,11.0,40.0,11.0,14.0,16.0,14.0,24.0,46.0
0100111100011101,11.0,23.0,12.0,51.0,87.0,102.0,123.0,92.0
0100111100010101,11.0,22.0,6.0,35.0,14.0,22.0,20.0,30.0
0100111100000010,11.0,107.0,3.0,63.0,23.0,42.0,62.0,12.0
0100111010101100,11.0,56.0,35.0,33.0,29.0,47.0,50.0,11.0
0100111010001011,11.0,82.0,14.0,35.0,49.0,33.0,58.0,37.0
0100111001010100,11.0,18.0,5.0,13.0,21.0,82.0,11.0,12.0
0100111001000000,11.0,95.0,6.0,87.0,9.0,174.0,107.0,2.0
0100111000110101,11.0,11.0,2.0,19.0,14.0,6.0,13.0,33.0
0100111000110100,11.0,9.0,3.0,14.0,8.0,16.0,28.0,7.0
0100111000101001,11.0,18.0,8.0,27.0,31.0,14.0,30.0,17.0
0100111000011011,11.0,71.0,11.0,71.0,63.0,70.0,20.0,74.0
0100111000001110,11.0,63.0,6.0,105.0,55.0,155.0,33.0,24.0
0100110111100101,11.0,21.0,7.0,54.0,24.0,31.0,71.0,3.0
0100110111011001,11.0,35.0,27.0,30.0,79.0,62.0,42.0,56.0
0100110101111110,11.0,18.0,2.0,81.0,74.0,27.0,17.0,14.0
0100110100011011,11.0,16.0,4.0,30.0,19.0,66.0,34.0,29.0
0100110011110110,11.0,8.0,2.0,20.0,20.0,26.0,93.0,1.0
0100110011010101,11.0,107.0,14.0,18.0,10.0,27.0,32.0,10.0
0100110010001010,11.0,147.0,8.0,80.0,56.0,43.0,60.0,1.0
0100110010000010,11.0,47.0,10.0,46.0,56.0,77.0,44.0,8.0
0100110001010001,11.0,17.0,39.0,10.0,7.0,15.0,18.0,5.0
0100110001000100,11.0,19.0,8.0,44.0,24.0,52.0,24.0,11.0
0100101111101101,11.0,118.0,14.0,27.0,32.0,101.0,42.0,6.0
0100101111100101,11.0,120.0,61.0,112.0,44.0,116.0,108.0,3.0
0100101110101100,11.0,63.0,42.0,83.0,62.0,82.0,75.0,25.0
0100101110001011,11.0,26.0,7.0,53.0,57.0,55.0,44.0,11.0
0100101101011001,11.0,23.0,5.0,31.0,26.0,37.0,36.0,29.0
0100101101010111,11.0,27.0,16.0,20.0,32.0,38.0,22.0,48.0
0100101100100100,11.0,49.0,10.0,66.0,36.0,88.0,136.0,29.0
0100101100100011,11.0,58.0,16.0,60.0,119.0,98.0,54.0,60.0
0100101100100001,11.0,93.0,6.0,75.0,78.0,75.0,29.0,54.0
0100101011100101,11.0,45.0,12.0,15.0,35.0,80.0,52.0,7.0
0100101011011000,11.0,59.0,39.0,60.0,27.0,135.0,88.0,6.0
0100101011001011,11.0,111.0,32.0,53.0,15.0,142.0,145.0,4.0
0100101010001011,11.0,62.0,12.0,101.0,76.0,143.0,94.0,26.0
0100101001110100,11.0,62.0,12.0,72.0,64.0,60.0,68.0,28.0
0100101001110010,11.0,160.0,39.0,48.0,25.0,89.0,124.0,5.0
0100101001000100,11.0,21.0,20.0,116.0,17.0,94.0,84.0,5.0
0100101000110101,11.0,18.0,12.0,54.0,32.0,38.0,30.0,57.0
0100101000110011,11.0,105.0,21.0,25.0,96.0,28.0,35.0,57.0
0100100110011111,11.0,3.0,4.0,9.0,1.0,10.0,7.0,11.0
0100100100110001,11.0,5.0,1.0,33.0,44.0,12.0,32.0,2.0
0100100011110101,11.0,11.0,0.0,1.0,19.0,24.0,27.0,5.0
0100100010101110,11.0,6.0,2.0,0.0,1.0,16.0,17.0,2.0
0100011111101011,11.0,244.0,38.0,52.0,61.0,275.0,253.0,13.0
0100011111011011,11.0,67.0,43.0,155.0,66.0,150.0,106.0,30.0
0100011111010010,11.0,89.0,3.0,57.0,36.0,214.0,129.0,3.0
0100011110101010,11.0,100.0,36.0,77.0,65.0,102.0,153.0,23.0
0100011110101001,11.0,50.0,34.0,46.0,43.0,78.0,50.0,36.0
0100011110010110,11.0,18.0,11.0,53.0,68.0,60.0,34.0,19.0
0100011110010010,11.0,88.0,9.0,112.0,45.0,201.0,190.0,45.0
0100011110001100,11.0,35.0,11.0,108.0,94.0,58.0,83.0,57.0
0100011101111101,11.0,49.0,40.0,84.0,46.0,85.0,48.0,123.0
0100011011111011,11.0,45.0,44.0,47.0,55.0,60.0,86.0,5.0
0100011011110001,11.0,38.0,10.0,70.0,129.0,182.0,92.0,49.0
0100011011100011,11.0,75.0,11.0,111.0,29.0,137.0,101.0,6.0
0100011011000000,11.0,141.0,67.0,29.0,11.0,140.0,104.0,1.0
0100011010101100,11.0,22.0,34.0,29.0,107.0,112.0,62.0,43.0
0100011010100111,11.0,25.0,6.0,56.0,52.0,114.0,42.0,128.0
0100011010010110,11.0,39.0,10.0,148.0,89.0,85.0,63.0,68.0
0100011001101111,11.0,41.0,7.0,29.0,58.0,50.0,71.0,37.0
0100011001100000,11.0,74.0,15.0,69.0,11.0,307.0,88.0,13.0
0100011001000000,11.0,112.0,27.0,155.0,14.0,198.0,139.0,9.0
0100011000111010,11.0,58.0,4.0,35.0,14.0,31.0,24.0,9.0
0100011000101010,11.0,43.0,16.0,48.0,51.0,35.0,35.0,15.0
0100011000011001,11.0,112.0,25.0,80.0,98.0,57.0,34.0,146.0
0100011000010001,11.0,63.0,160.0,31.0,97.0,148.0,71.0,130.0
0100011000000000,11.0,97.0,16.0,52.0,46.0,51.0,59.0,17.0
0100010111010101,11.0,67.0,85.0,112.0,130.0,69.0,169.0,84.0
0100010110101000,11.0,100.0,55.0,115.0,65.0,238.0,238.0,55.0
0100010101111101,11.0,100.0,63.0,105.0,139.0,247.0,155.0,230.0
0100010101111001,11.0,66.0,21.0,57.0,128.0,214.0,156.0,99.0
0100010101110000,11.0,74.0,38.0,101.0,144.0,64.0,144.0,18.0
0100010100101110,11.0,35.0,24.0,28.0,74.0,105.0,76.0,25.0
0100010100101100,11.0,99.0,23.0,122.0,74.0,219.0,79.0,75.0
0100010011110000,11.0,158.0,26.0,109.0,60.0,335.0,397.0,7.0
0100010011100000,11.0,94.0,89.0,79.0,39.0,259.0,154.0,8.0
0100010011010001,11.0,99.0,14.0,120.0,86.0,212.0,167.0,107.0
0100010010110110,11.0,19.0,11.0,125.0,29.0,141.0,144.0,56.0
0100010010110100,11.0,61.0,16.0,170.0,92.0,112.0,295.0,138.0
0100010010001000,11.0,211.0,78.0,185.0,144.0,264.0,230.0,41.0
0100010001000110,11.0,178.0,65.0,142.0,96.0,254.0,170.0,23.0
0100001111001110,11.0,43.0,9.0,48.0,9.0,31.0,18.0,1.0
0100001111001001,11.0,107.0,40.0,23.0,46.0,151.0,71.0,12.0
0100001110010010,11.0,79.0,33.0,98.0,49.0,111.0,97.0,39.0
0100001101101001,11.0,45.0,22.0,83.0,12.0,50.0,58.0,31.0
0100001101011001,11.0,78.0,12.0,29.0,76.0,74.0,51.0,48.0
0100001101001010,11.0,57.0,10.0,53.0,8.0,124.0,43.0,4.0
0100001100111101,11.0,47.0,5.0,29.0,53.0,61.0,38.0,85.0
0100001100000011,11.0,222.0,60.0,87.0,79.0,112.0,98.0,32.0
0100001011011101,11.0,11.0,10.0,11.0,14.0,25.0,31.0,29.0
0100001011011010,11.0,57.0,67.0,57.0,9.0,76.0,71.0,1.0
0100001010100001,11.0,40.0,10.0,80.0,91.0,115.0,110.0,68.0
0100001010011011,11.0,22.0,8.0,90.0,56.0,60.0,43.0,75.0
0100001010010000,11.0,27.0,11.0,53.0,27.0,48.0,90.0,23.0
0100001010001100,11.0,107.0,5.0,60.0,74.0,94.0,49.0,39.0
0100001010001001,11.0,51.0,9.0,63.0,143.0,119.0,93.0,39.0
0100001001111000,11.0,45.0,22.0,27.0,13.0,50.0,27.0,30.0
0100001001101011,11.0,117.0,8.0,63.0,67.0,130.0,111.0,19.0
0100001001101001,11.0,26.0,14.0,43.0,46.0,108.0,133.0,32.0
0100001001100111,11.0,48.0,25.0,58.0,42.0,122.0,132.0,9.0
0100001001100001,11.0,31.0,6.0,69.0,63.0,65.0,136.0,63.0
0100001001011101,11.0,14.0,61.0,18.0,21.0,37.0,21.0,156.0
0100001001011011,11.0,83.0,9.0,156.0,77.0,75.0,66.0,44.0
0100001001001111,11.0,26.0,17.0,89.0,55.0,82.0,100.0,53.0
0100001000100011,11.0,59.0,10.0,57.0,66.0,149.0,42.0,75.0
0100000111011100,11.0,37.0,1.0,4.0,5.0,16.0,9.0,4.0
0100000111000010,11.0,118.0,0.0,7.0,5.0,179.0,145.0,1.0
0100000110100011,11.0,12.0,3.0,13.0,10.0,41.0,12.0,3.0
0100000110011000,11.0,6.0,6.0,11.0,29.0,54.0,58.0,9.0
0100000011001101,11.0,11.0,5.0,76.0,19.0,30.0,46.0,2.0
0100000000001111,11.0,6.0,9.0,15.0,22.0,112.0,11.0,60.0
0011111111011011,11.0,27.0,9.0,13.0,1.0,28.0,27.0,10.0
0011111110010011,11.0,20.0,44.0,16.0,17.0,35.0,22.0,30.0
0011111100000011,11.0,32.0,7.0,22.0,22.0,40.0,33.0,27.0
0011111010101111,11.0,11.0,4.0,6.0,23.0,7.0,2.0,13.0
0011111001000110,11.0,10.0,3.0,18.0,18.0,58.0,29.0,2.0
0011111001000000,11.0,36.0,12.0,27.0,7.0,58.0,45.0,2.0
0011111000100001,11.0,16.0,13.0,31.0,11.0,69.0,19.0,21.0
0011111000000110,11.0,9.0,5.0,14.0,19.0,10.0,25.0,6.0
0011111000000011,11.0,30.0,12.0,18.0,49.0,15.0,43.0,49.0
0011110111001011,11.0,71.0,31.0,33.0,38.0,54.0,36.0,9.0
0011110110110110,11.0,14.0,23.0,52.0,31.0,24.0,31.0,22.0
0011110110010001,11.0,20.0,7.0,77.0,42.0,15.0,46.0,34.0
0011110110001110,11.0,10.0,13.0,27.0,2.0,12.0,2.0,15.0
0011110101101001,11.0,22.0,28.0,23.0,20.0,12.0,18.0,28.0
0011110101001010,11.0,42.0,3.0,15.0,1.0,55.0,56.0,0.0
0011110100110101,11.0,39.0,74.0,22.0,29.0,14.0,14.0,42.0
0011110100110011,11.0,29.0,13.0,13.0,30.0,28.0,26.0,38.0
0011110011010101,11.0,24.0,3.0,32.0,9.0,14.0,6.0,10.0
0011110011010010,11.0,36.0,44.0,31.0,3.0,29.0,31.0,0.0
0011110011001001,11.0,15.0,7.0,24.0,12.0,23.0,39.0,3.0
0011110001000011,11.0,55.0,13.0,27.0,23.0,31.0,18.0,23.0
0011110000000010,11.0,77.0,25.0,61.0,16.0,71.0,43.0,12.0
0011101111111011,11.0,21.0,15.0,20.0,13.0,22.0,11.0,36.0
0011101111001110,11.0,13.0,15.0,18.0,13.0,87.0,37.0,0.0
0011101111000010,11.0,113.0,41.0,17.0,3.0,68.0,40.0,0.0
0011101110001101,11.0,26.0,10.0,9.0,19.0,37.0,13.0,36.0
0011101101100010,11.0,55.0,10.0,74.0,25.0,83.0,47.0,3.0
0011101100011011,11.0,33.0,32.0,38.0,50.0,38.0,30.0,67.0
0011101010011110,11.0,41.0,17.0,40.0,36.0,37.0,27.0,31.0
0011101010011011,11.0,28.0,17.0,43.0,28.0,25.0,18.0,62.0
0011101010000000,11.0,45.0,9.0,87.0,67.0,38.0,69.0,22.0
0011101001110100,11.0,109.0,26.0,24.0,20.0,53.0,20.0,52.0
0011101000111111,11.0,18.0,15.0,5.0,9.0,12.0,12.0,26.0
0011100111101011,11.0,38.0,33.0,43.0,22.0,98.0,66.0,3.0
0011100110001100,11.0,13.0,15.0,13.0,20.0,19.0,6.0,10.0
0011100101111101,11.0,37.0,12.0,7.0,22.0,16.0,9.0,53.0
0011100100111010,11.0,21.0,9.0,7.0,19.0,31.0,19.0,12.0
0011100100110100,11.0,25.0,5.0,12.0,5.0,24.0,11.0,27.0
0011100100101011,11.0,24.0,6.0,17.0,23.0,26.0,46.0,59.0
0011100100100101,11.0,17.0,40.0,26.0,28.0,11.0,16.0,97.0
0011100011101101,11.0,20.0,17.0,27.0,18.0,43.0,8.0,56.0
0011100011101001,11.0,54.0,12.0,21.0,25.0,45.0,31.0,5.0
0011100011000101,11.0,34.0,6.0,27.0,19.0,30.0,21.0,35.0
0011100011000010,11.0,19.0,24.0,29.0,9.0,33.0,40.0,1.0
0011100010110110,11.0,64.0,3.0,39.0,34.0,59.0,36.0,20.0
0011100010101101,11.0,11.0,7.0,10.0,16.0,7.0,9.0,38.0
0011100010011011,11.0,9.0,9.0,12.0,21.0,10.0,15.0,107.0
0011100000110010,11.0,44.0,13.0,32.0,31.0,37.0,25.0,42.0
0011100000100110,11.0,28.0,133.0,11.0,7.0,17.0,6.0,9.0
0011100000001100,11.0,39.0,12.0,33.0,61.0,41.0,44.0,117.0
0011100000001001,11.0,13.0,13.0,69.0,18.0,20.0,20.0,42.0
0011011111111001,11.0,45.0,2.0,21.0,11.0,15.0,14.0,19.0
0011011111000001,11.0,21.0,8.0,21.0,18.0,24.0,36.0,12.0
0011011110110110,11.0,10.0,10.0,20.0,34.0,18.0,12.0,8.0
0011011110110010,11.0,26.0,26.0,25.0,13.0,25.0,27.0,21.0
0011011110100111,11.0,135.0,28.0,184.0,136.0,159.0,121.0,286.0
0011011110100011,11.0,80.0,12.0,18.0,45.0,44.0,34.0,37.0
0011011110100010,11.0,54.0,8.0,65.0,49.0,70.0,48.0,30.0
0011011110011010,11.0,30.0,81.0,26.0,18.0,38.0,22.0,25.0
0011011110010101,11.0,68.0,9.0,23.0,49.0,17.0,61.0,112.0
0011011110001010,11.0,43.0,38.0,20.0,17.0,30.0,29.0,14.0
0011011101110011,11.0,81.0,54.0,54.0,32.0,41.0,45.0,38.0
0011011101011011,11.0,51.0,11.0,111.0,71.0,71.0,41.0,98.0
0011011101001011,11.0,47.0,22.0,37.0,26.0,67.0,35.0,64.0
0011011100110001,11.0,11.0,20.0,15.0,72.0,15.0,22.0,52.0
0011011100101010,11.0,137.0,4.0,101.0,46.0,37.0,60.0,30.0
0011011100010110,11.0,101.0,11.0,36.0,21.0,32.0,29.0,12.0
0011011100001011,11.0,41.0,12.0,60.0,70.0,61.0,48.0,127.0
0011011011110100,11.0,95.0,5.0,33.0,34.0,38.0,23.0,14.0
0011011011011101,11.0,24.0,6.0,70.0,23.0,19.0,42.0,73.0
0011011011001000,11.0,149.0,42.0,54.0,22.0,79.0,60.0,4.0
0011011011000101,11.0,39.0,48.0,67.0,35.0,86.0,101.0,38.0
0011011010111101,11.0,10.0,37.0,15.0,31.0,13.0,22.0,94.0
0011011010101100,11.0,64.0,14.0,52.0,54.0,70.0,29.0,40.0
0011011001111101,11.0,68.0,83.0,39.0,19.0,20.0,14.0,124.0
0011011001111001,11.0,43.0,65.0,35.0,33.0,31.0,26.0,72.0
0011011001100000,11.0,29.0,32.0,40.0,48.0,47.0,55.0,10.0
0011011001000011,11.0,148.0,25.0,43.0,55.0,111.0,34.0,77.0
0011011000000000,11.0,62.0,13.0,35.0,44.0,92.0,40.0,16.0
