variant,counts_9114_e_F_8,counts_9114_e_F_7,counts_9114_e_F_6,counts_9114_e_F_4,counts_9114_e_F_5,counts_9114_e_F_1,counts_9114_e_F_2,counts_9114_e_F_3
1010001100011100,66.0,62.0,86.0,68.0,80.0,56.0,11.0,17.0
1010001001001011,66.0,128.0,141.0,118.0,132.0,150.0,23.0,43.0
1001111110010101,66.0,179.0,58.0,95.0,62.0,79.0,16.0,22.0
1001110101011010,66.0,108.0,123.0,65.0,82.0,22.0,12.0,40.0
1001110011101111,66.0,150.0,180.0,172.0,242.0,179.0,10.0,52.0
1001110001000001,66.0,170.0,43.0,96.0,135.0,43.0,35.0,67.0
1001101110000001,66.0,59.0,44.0,81.0,83.0,20.0,17.0,45.0
1001101001000100,66.0,138.0,148.0,192.0,144.0,82.0,24.0,50.0
1001100110111001,66.0,49.0,26.0,95.0,63.0,59.0,14.0,21.0
1001100101111110,66.0,156.0,137.0,148.0,113.0,60.0,10.0,85.0
1001100101110111,66.0,102.0,34.0,59.0,40.0,37.0,51.0,19.0
1001100010100010,66.0,117.0,102.0,77.0,75.0,41.0,24.0,19.0
1001011110000001,66.0,35.0,75.0,135.0,116.0,25.0,21.0,56.0
1001011100000010,66.0,168.0,79.0,105.0,408.0,71.0,28.0,138.0
1001011011101111,66.0,159.0,50.0,102.0,127.0,34.0,82.0,37.0
1001010110110010,66.0,117.0,190.0,156.0,118.0,35.0,32.0,61.0
1001001010011000,66.0,100.0,49.0,96.0,102.0,46.0,8.0,22.0
1001001001111110,66.0,84.0,71.0,86.0,92.0,31.0,39.0,46.0
1001001001011110,66.0,60.0,45.0,61.0,38.0,14.0,15.0,45.0
1001001001001001,66.0,124.0,119.0,111.0,163.0,517.0,47.0,58.0
1001000011000101,66.0,271.0,73.0,152.0,57.0,55.0,83.0,46.0
1001000000101100,66.0,162.0,72.0,90.0,90.0,25.0,20.0,34.0
1000111101001011,66.0,34.0,45.0,259.0,361.0,37.0,20.0,56.0
1000111100101000,66.0,244.0,32.0,93.0,41.0,19.0,16.0,44.0
1000111010001111,66.0,67.0,19.0,83.0,51.0,22.0,30.0,47.0
1000111001010111,66.0,279.0,80.0,67.0,95.0,70.0,20.0,11.0
1000111001001001,66.0,161.0,82.0,300.0,97.0,72.0,13.0,86.0
1000111000010111,66.0,55.0,38.0,118.0,187.0,30.0,37.0,37.0
1000110010001001,66.0,75.0,56.0,136.0,82.0,97.0,42.0,95.0
1000101111000001,66.0,84.0,105.0,222.0,189.0,24.0,59.0,99.0
1000101011111111,66.0,42.0,68.0,119.0,164.0,59.0,16.0,133.0
1000101001001111,66.0,126.0,77.0,155.0,179.0,43.0,64.0,77.0
1000011111110111,66.0,128.0,42.0,174.0,126.0,184.0,52.0,40.0
1000010101001011,66.0,258.0,179.0,276.0,240.0,146.0,60.0,108.0
1000010101001000,66.0,325.0,135.0,302.0,500.0,338.0,42.0,122.0
1000001110010100,66.0,50.0,46.0,104.0,102.0,21.0,11.0,49.0
1000001101011111,66.0,174.0,59.0,74.0,78.0,17.0,20.0,81.0
1000000101010111,66.0,71.0,7.0,108.0,69.0,6.0,7.0,15.0
1000000011100001,66.0,13.0,70.0,33.0,23.0,13.0,3.0,42.0
1000000010111111,66.0,29.0,17.0,113.0,27.0,144.0,37.0,22.0
1000000010101101,66.0,26.0,14.0,72.0,22.0,42.0,3.0,8.0
0111111001111000,66.0,52.0,158.0,215.0,149.0,29.0,11.0,34.0
0111111001110111,66.0,113.0,34.0,40.0,63.0,38.0,14.0,40.0
0111111001110101,66.0,42.0,44.0,43.0,82.0,26.0,69.0,53.0
0111110110001101,66.0,55.0,31.0,37.0,83.0,55.0,6.0,27.0
0111110101101111,66.0,153.0,26.0,89.0,49.0,11.0,35.0,27.0
0111110100011110,66.0,116.0,99.0,126.0,66.0,28.0,6.0,23.0
0111110011001011,66.0,135.0,47.0,63.0,124.0,14.0,8.0,28.0
0111101101010100,66.0,167.0,58.0,147.0,141.0,63.0,13.0,26.0
0111101100111100,66.0,63.0,29.0,66.0,59.0,53.0,81.0,33.0
0111101100100000,66.0,104.0,53.0,214.0,104.0,27.0,6.0,34.0
0111100101100001,66.0,163.0,35.0,87.0,64.0,46.0,55.0,30.0
0111100100010000,66.0,136.0,72.0,165.0,139.0,37.0,14.0,27.0
0111100010100110,66.0,244.0,69.0,81.0,39.0,8.0,10.0,23.0
0111100000111100,66.0,63.0,82.0,40.0,65.0,72.0,8.0,12.0
0111011111110111,66.0,52.0,29.0,82.0,99.0,24.0,27.0,14.0
0111011000110011,66.0,75.0,35.0,64.0,76.0,22.0,86.0,22.0
0111010111101100,66.0,59.0,104.0,143.0,96.0,59.0,10.0,60.0
0111010101100100,66.0,113.0,94.0,105.0,68.0,41.0,16.0,132.0
0111010100001111,66.0,52.0,58.0,56.0,52.0,15.0,10.0,21.0
0111010011011100,66.0,43.0,21.0,48.0,15.0,21.0,7.0,13.0
0111001010111011,66.0,39.0,17.0,22.0,173.0,13.0,8.0,18.0
0111000110100100,66.0,172.0,50.0,98.0,118.0,15.0,23.0,68.0
0111000101110110,66.0,110.0,54.0,147.0,57.0,51.0,7.0,28.0
0111000001010011,66.0,71.0,53.0,140.0,58.0,144.0,18.0,105.0
0111000001001100,66.0,102.0,61.0,235.0,185.0,277.0,45.0,138.0
0111000001000110,66.0,141.0,81.0,153.0,86.0,103.0,59.0,84.0
0111000000100010,66.0,247.0,88.0,131.0,138.0,50.0,22.0,86.0
0111000000000000,66.0,53.0,78.0,84.0,146.0,26.0,16.0,51.0
0110111110110110,66.0,68.0,93.0,146.0,41.0,4.0,10.0,12.0
0110110101111100,66.0,29.0,72.0,33.0,53.0,8.0,7.0,20.0
0110101010010100,66.0,62.0,98.0,67.0,48.0,19.0,5.0,39.0
0110101000100001,66.0,88.0,56.0,51.0,52.0,13.0,16.0,22.0
0110101000011010,66.0,62.0,24.0,108.0,80.0,16.0,26.0,60.0
0110011100001010,66.0,260.0,120.0,175.0,83.0,262.0,6.0,39.0
0110011011111101,66.0,89.0,47.0,162.0,96.0,28.0,20.0,17.0
0110010110111110,66.0,57.0,52.0,70.0,44.0,19.0,42.0,88.0
0110010101110101,66.0,143.0,125.0,110.0,118.0,111.0,36.0,77.0
0110010010111010,66.0,144.0,47.0,217.0,116.0,33.0,57.0,98.0
0110010001111000,66.0,262.0,83.0,384.0,333.0,136.0,35.0,169.0
0110010001000110,66.0,419.0,188.0,167.0,105.0,59.0,61.0,244.0
0110001101110110,66.0,118.0,66.0,220.0,77.0,12.0,6.0,59.0
0110001100110110,66.0,80.0,13.0,32.0,60.0,15.0,39.0,14.0
0110001100101100,66.0,66.0,108.0,63.0,82.0,22.0,6.0,11.0
0110001010001100,66.0,36.0,64.0,66.0,59.0,15.0,9.0,22.0
0110001001011111,66.0,58.0,24.0,22.0,161.0,12.0,14.0,21.0
0101110111010001,66.0,57.0,143.0,205.0,156.0,63.0,117.0,47.0
0101110100110001,66.0,44.0,19.0,92.0,53.0,19.0,10.0,11.0
0101110000101100,66.0,157.0,250.0,197.0,44.0,25.0,25.0,75.0
0101101111101101,66.0,214.0,119.0,193.0,160.0,207.0,44.0,66.0
0101101110101111,66.0,253.0,38.0,113.0,126.0,29.0,14.0,92.0
0101100100011100,66.0,69.0,45.0,112.0,36.0,42.0,10.0,18.0
0101100011000101,66.0,71.0,137.0,83.0,229.0,105.0,23.0,59.0
0101010100000000,66.0,34.0,88.0,68.0,86.0,20.0,18.0,68.0
0101010010100100,66.0,120.0,91.0,79.0,67.0,14.0,92.0,23.0
0101001110111011,66.0,72.0,30.0,43.0,103.0,22.0,12.0,24.0
0101001001100011,66.0,130.0,127.0,118.0,189.0,12.0,56.0,124.0
0101001000000100,66.0,62.0,50.0,44.0,85.0,24.0,8.0,31.0
0100111010010011,66.0,170.0,89.0,317.0,86.0,194.0,87.0,75.0
0100111000111000,66.0,17.0,42.0,13.0,61.0,5.0,8.0,9.0
0100110100001101,66.0,67.0,27.0,33.0,93.0,21.0,10.0,20.0
0100101110110110,66.0,65.0,57.0,58.0,136.0,9.0,18.0,28.0
0100101100010101,66.0,58.0,93.0,55.0,154.0,32.0,20.0,77.0
0100101000110101,66.0,113.0,28.0,64.0,42.0,13.0,15.0,17.0
0100101000011100,66.0,57.0,199.0,70.0,70.0,39.0,24.0,20.0
0100101000000100,66.0,45.0,83.0,234.0,52.0,18.0,53.0,109.0
0100100101001100,66.0,38.0,7.0,10.0,19.0,4.0,1.0,3.0
0100011110111010,66.0,90.0,77.0,96.0,121.0,32.0,70.0,128.0
0100011101001101,66.0,179.0,105.0,148.0,116.0,193.0,11.0,58.0
0100010111111000,66.0,112.0,53.0,251.0,231.0,148.0,35.0,119.0
0100010000110110,66.0,190.0,136.0,121.0,85.0,25.0,86.0,80.0
0100010000101010,66.0,183.0,109.0,353.0,281.0,46.0,50.0,71.0
0100010000010000,66.0,113.0,327.0,253.0,504.0,52.0,184.0,152.0
0100001101011100,66.0,108.0,150.0,101.0,163.0,37.0,33.0,90.0
0100001000111011,66.0,51.0,26.0,44.0,50.0,41.0,14.0,29.0
0100001000110100,66.0,67.0,86.0,41.0,114.0,4.0,18.0,75.0
0100000010101101,66.0,60.0,13.0,8.0,33.0,17.0,18.0,5.0
0100000001100100,66.0,98.0,58.0,22.0,39.0,10.0,8.0,43.0
0011111110010100,66.0,91.0,19.0,55.0,31.0,17.0,7.0,31.0
0011111100011111,66.0,57.0,52.0,50.0,53.0,13.0,5.0,4.0
0011111011011011,66.0,87.0,90.0,43.0,76.0,8.0,3.0,13.0
0011111010110001,66.0,119.0,123.0,15.0,35.0,6.0,3.0,10.0
0011111001101100,66.0,61.0,86.0,88.0,99.0,43.0,7.0,37.0
0011110011110111,66.0,53.0,65.0,33.0,70.0,3.0,2.0,17.0
0011101010111000,66.0,72.0,58.0,77.0,207.0,11.0,7.0,5.0
0011101000110001,66.0,27.0,17.0,83.0,43.0,100.0,4.0,48.0
0011100100100100,66.0,27.0,40.0,41.0,52.0,10.0,6.0,26.0
0011011011101101,66.0,132.0,158.0,94.0,47.0,26.0,3.0,52.0
0011011010110111,66.0,48.0,26.0,15.0,29.0,86.0,21.0,7.0
0011010111101111,66.0,111.0,37.0,48.0,50.0,21.0,5.0,19.0
0011010101100000,66.0,59.0,35.0,84.0,43.0,17.0,8.0,22.0
0011010101001111,66.0,104.0,50.0,32.0,58.0,5.0,9.0,9.0
0011001111101101,66.0,103.0,31.0,37.0,53.0,14.0,36.0,43.0
0011001110011010,66.0,61.0,45.0,56.0,89.0,14.0,17.0,36.0
0011001100000100,66.0,25.0,29.0,21.0,28.0,8.0,5.0,11.0
0011001000010100,66.0,48.0,56.0,54.0,37.0,11.0,10.0,11.0
0011000111111111,66.0,85.0,19.0,50.0,32.0,9.0,4.0,18.0
0011000110110110,66.0,130.0,18.0,34.0,187.0,90.0,8.0,19.0
0011000110101100,66.0,32.0,29.0,44.0,87.0,22.0,18.0,8.0
0011000100111000,66.0,41.0,43.0,112.0,56.0,54.0,9.0,20.0
0011000001010101,66.0,63.0,37.0,35.0,50.0,21.0,6.0,17.0
0011000000100100,66.0,31.0,36.0,47.0,43.0,19.0,56.0,25.0
0010111110001101,66.0,30.0,58.0,39.0,15.0,6.0,6.0,3.0
0010110110110001,66.0,18.0,71.0,13.0,41.0,10.0,13.0,14.0
0010101110100001,66.0,56.0,28.0,95.0,40.0,13.0,8.0,28.0
0010101101010011,66.0,94.0,60.0,126.0,104.0,40.0,10.0,75.0
0010101100001100,66.0,70.0,102.0,62.0,89.0,93.0,44.0,25.0
0010101010010001,66.0,61.0,45.0,49.0,65.0,22.0,11.0,18.0
0010101010010000,66.0,57.0,25.0,136.0,63.0,22.0,11.0,52.0
0010101000111011,66.0,47.0,48.0,38.0,37.0,12.0,9.0,19.0
0010100000000011,66.0,69.0,14.0,11.0,13.0,5.0,6.0,8.0
0010011111010011,66.0,169.0,177.0,209.0,191.0,19.0,16.0,40.0
0010011010111101,66.0,38.0,30.0,34.0,57.0,11.0,28.0,12.0
0010011000101110,66.0,71.0,58.0,117.0,70.0,68.0,44.0,53.0
0010010110110111,66.0,106.0,45.0,80.0,124.0,48.0,13.0,37.0
0010010110000101,66.0,42.0,76.0,156.0,60.0,67.0,5.0,21.0
0010010011111001,66.0,155.0,71.0,140.0,192.0,128.0,42.0,39.0
0010010011100111,66.0,79.0,228.0,171.0,196.0,119.0,19.0,102.0
0010001010011111,66.0,20.0,27.0,14.0,27.0,11.0,7.0,8.0
0001111110011010,66.0,94.0,102.0,54.0,123.0,21.0,7.0,48.0
0001111100000101,66.0,33.0,50.0,49.0,55.0,13.0,25.0,19.0
0001110110101001,66.0,119.0,53.0,31.0,37.0,13.0,8.0,14.0
0001110110100111,66.0,53.0,16.0,21.0,44.0,4.0,10.0,5.0
0001101110111011,66.0,74.0,32.0,46.0,52.0,24.0,21.0,29.0
0001101100110000,66.0,109.0,182.0,96.0,116.0,18.0,20.0,32.0
0001101100000011,66.0,176.0,77.0,95.0,166.0,20.0,13.0,51.0
0001101010100111,66.0,144.0,73.0,125.0,92.0,13.0,13.0,25.0
0001100111111101,66.0,40.0,31.0,31.0,50.0,28.0,9.0,10.0
0001100101111011,66.0,102.0,105.0,117.0,98.0,15.0,4.0,31.0
0001100000000100,66.0,42.0,68.0,46.0,60.0,25.0,9.0,10.0
0001011010110100,66.0,68.0,59.0,46.0,42.0,85.0,9.0,21.0
0001011010011010,66.0,87.0,86.0,158.0,89.0,20.0,13.0,67.0
0001011010000100,66.0,39.0,208.0,28.0,211.0,141.0,83.0,39.0
0001011001011101,66.0,57.0,51.0,45.0,41.0,23.0,7.0,42.0
0001010101001101,66.0,138.0,71.0,94.0,85.0,51.0,34.0,11.0
0001010100110110,66.0,84.0,24.0,36.0,104.0,21.0,13.0,15.0
0001010000011010,66.0,53.0,136.0,110.0,39.0,55.0,35.0,61.0
0001010000001110,66.0,75.0,172.0,81.0,172.0,20.0,41.0,54.0
0001000110000101,66.0,63.0,22.0,39.0,79.0,43.0,9.0,21.0
0001000101101011,66.0,99.0,143.0,110.0,106.0,56.0,21.0,70.0
0001000011010011,66.0,87.0,41.0,93.0,125.0,39.0,26.0,51.0
0001000010100011,66.0,83.0,86.0,132.0,105.0,120.0,19.0,130.0
0001000001100100,66.0,89.0,173.0,116.0,204.0,24.0,59.0,39.0
0000111000101101,66.0,32.0,37.0,47.0,39.0,7.0,5.0,27.0
0000101101111001,66.0,153.0,42.0,60.0,94.0,10.0,6.0,62.0
0000101000011000,66.0,32.0,36.0,33.0,62.0,10.0,7.0,45.0
0000011100110111,66.0,55.0,15.0,87.0,96.0,76.0,13.0,16.0
0000011100100011,66.0,169.0,94.0,103.0,120.0,21.0,10.0,24.0
0000011010010011,66.0,148.0,67.0,120.0,88.0,68.0,21.0,83.0
0000011001010001,66.0,20.0,39.0,92.0,57.0,6.0,8.0,13.0
0000011000111111,66.0,44.0,15.0,46.0,66.0,19.0,31.0,4.0
0000011000100010,66.0,51.0,144.0,105.0,155.0,39.0,13.0,24.0
0000010110011110,66.0,68.0,77.0,129.0,92.0,38.0,42.0,32.0
0000010101010011,66.0,280.0,113.0,188.0,270.0,47.0,67.0,113.0
0000010001111100,66.0,118.0,103.0,103.0,266.0,31.0,18.0,83.0
0000010000110001,66.0,103.0,114.0,112.0,56.0,30.0,12.0,81.0
0000001000001001,66.0,85.0,48.0,85.0,152.0,17.0,58.0,58.0
0000000110011101,66.0,16.0,12.0,29.0,5.0,21.0,2.0,5.0
0000000100010111,66.0,12.0,6.0,20.0,9.0,8.0,7.0,8.0
0000000100001111,66.0,9.0,19.0,112.0,29.0,7.0,2.0,7.0
1111111110010100,65.0,208.0,59.0,59.0,59.0,52.0,27.0,43.0
1111111100111100,65.0,435.0,48.0,52.0,110.0,32.0,77.0,32.0
1111111001101011,65.0,146.0,72.0,268.0,126.0,46.0,37.0,89.0
1111110101000100,65.0,135.0,74.0,79.0,130.0,25.0,25.0,19.0
1111110001100001,65.0,243.0,481.0,535.0,165.0,135.0,92.0,215.0
1111110000100100,65.0,149.0,97.0,37.0,57.0,124.0,26.0,69.0
1111101111100011,65.0,377.0,100.0,397.0,295.0,171.0,52.0,161.0
1111100110000001,65.0,118.0,85.0,56.0,97.0,12.0,19.0,60.0
1111100010011010,65.0,92.0,45.0,136.0,100.0,227.0,110.0,24.0
1111010100111010,65.0,176.0,48.0,144.0,109.0,58.0,15.0,47.0
1111010100000010,65.0,321.0,108.0,234.0,138.0,49.0,88.0,204.0
1111010010110100,65.0,32.0,23.0,36.0,34.0,20.0,46.0,20.0
1111010010100010,65.0,239.0,159.0,184.0,132.0,60.0,31.0,66.0
1111010001110100,65.0,46.0,51.0,79.0,142.0,389.0,23.0,152.0
1111010001001000,65.0,96.0,115.0,201.0,365.0,83.0,34.0,211.0
1111001010000110,65.0,80.0,71.0,110.0,59.0,33.0,18.0,29.0
1111000110110100,65.0,77.0,49.0,94.0,84.0,30.0,21.0,42.0
1111000101101000,65.0,330.0,245.0,422.0,278.0,128.0,183.0,144.0
1110111110000111,65.0,62.0,24.0,25.0,23.0,53.0,13.0,25.0
1110110111001101,65.0,191.0,103.0,143.0,74.0,50.0,11.0,54.0
1110110110000101,65.0,40.0,18.0,39.0,20.0,28.0,7.0,22.0
1110110011110010,65.0,139.0,109.0,225.0,96.0,9.0,9.0,63.0
1110101101100011,65.0,203.0,101.0,311.0,458.0,110.0,66.0,69.0
1110100101101100,65.0,61.0,65.0,38.0,22.0,8.0,2.0,85.0
1110100001101100,65.0,68.0,69.0,192.0,20.0,21.0,91.0,25.0
1110011010000110,65.0,134.0,96.0,160.0,102.0,157.0,28.0,43.0
1110010111000110,65.0,220.0,539.0,367.0,194.0,64.0,51.0,160.0
1110010001001110,65.0,331.0,289.0,467.0,396.0,86.0,73.0,119.0
1110001111011111,65.0,232.0,114.0,56.0,155.0,74.0,32.0,28.0
1110001100100100,65.0,158.0,94.0,173.0,178.0,26.0,16.0,78.0
1110001100001010,65.0,225.0,150.0,315.0,248.0,83.0,33.0,63.0
1110000011011010,65.0,20.0,56.0,208.0,56.0,20.0,13.0,89.0
1110000000011011,65.0,32.0,22.0,35.0,43.0,18.0,11.0,62.0
1101111101111100,65.0,110.0,41.0,158.0,85.0,44.0,36.0,105.0
1101111011000111,65.0,327.0,94.0,148.0,152.0,35.0,41.0,207.0
1101111000111010,65.0,55.0,61.0,71.0,137.0,20.0,14.0,90.0
1101110110110101,65.0,101.0,77.0,69.0,111.0,25.0,27.0,26.0
1101110110110100,65.0,233.0,127.0,66.0,86.0,30.0,19.0,59.0
1101110110100001,65.0,97.0,198.0,113.0,93.0,95.0,25.0,77.0
1101110101100110,65.0,75.0,117.0,467.0,355.0,69.0,41.0,68.0
1101110101011100,65.0,132.0,87.0,112.0,161.0,61.0,16.0,47.0
1101110101010111,65.0,64.0,37.0,209.0,69.0,31.0,27.0,41.0
1101110100001110,65.0,171.0,51.0,148.0,107.0,45.0,16.0,62.0
1101110010100100,65.0,191.0,91.0,161.0,105.0,81.0,11.0,73.0
1101110001100111,65.0,111.0,63.0,144.0,59.0,27.0,137.0,86.0
1101110001100110,65.0,117.0,126.0,213.0,137.0,51.0,161.0,54.0
1101101101011110,65.0,295.0,196.0,240.0,160.0,49.0,44.0,145.0
1101101101001100,65.0,296.0,468.0,476.0,219.0,87.0,63.0,92.0
1101101011011110,65.0,83.0,127.0,208.0,297.0,230.0,11.0,30.0
1101101010000000,65.0,170.0,164.0,185.0,179.0,149.0,87.0,135.0
1101100111110111,65.0,149.0,116.0,49.0,92.0,17.0,19.0,33.0
1101100111110110,65.0,253.0,123.0,175.0,115.0,24.0,109.0,99.0
1101100101011000,65.0,193.0,129.0,138.0,424.0,282.0,33.0,30.0
1101011101110000,65.0,199.0,220.0,313.0,243.0,189.0,51.0,125.0
1101011101011010,65.0,379.0,99.0,544.0,230.0,62.0,38.0,137.0
1101010110110000,65.0,106.0,78.0,264.0,86.0,60.0,10.0,39.0
1101010011001110,65.0,347.0,228.0,555.0,274.0,53.0,142.0,182.0
1101010010111100,65.0,44.0,43.0,41.0,79.0,44.0,24.0,99.0
1101010001011000,65.0,75.0,87.0,88.0,157.0,24.0,41.0,54.0
1101001110001001,65.0,116.0,38.0,68.0,75.0,26.0,4.0,44.0
1101001101111110,65.0,286.0,88.0,186.0,172.0,23.0,20.0,48.0
1101001101111010,65.0,192.0,141.0,289.0,180.0,89.0,30.0,152.0
1101001101101110,65.0,261.0,128.0,284.0,88.0,34.0,41.0,136.0
1101000101000010,65.0,89.0,171.0,303.0,181.0,33.0,115.0,211.0
1100111111010011,65.0,107.0,65.0,223.0,108.0,56.0,57.0,64.0
1100111100001000,65.0,221.0,78.0,122.0,225.0,38.0,32.0,46.0
1100111010011010,65.0,199.0,122.0,202.0,184.0,56.0,21.0,67.0
1100111010001100,65.0,102.0,136.0,239.0,228.0,73.0,41.0,65.0
1100111000111010,65.0,151.0,93.0,124.0,115.0,46.0,13.0,94.0
1100110100111001,65.0,80.0,45.0,60.0,53.0,141.0,12.0,27.0
1100110100110001,65.0,190.0,89.0,169.0,92.0,28.0,32.0,144.0
1100110100101011,65.0,319.0,62.0,413.0,71.0,15.0,16.0,52.0
1100110100100011,65.0,374.0,77.0,219.0,163.0,18.0,24.0,45.0
1100110001011100,65.0,247.0,122.0,98.0,66.0,22.0,65.0,108.0
1100101110110010,65.0,193.0,73.0,236.0,122.0,37.0,23.0,47.0
1100101011101101,65.0,197.0,314.0,320.0,236.0,164.0,37.0,158.0
1100101010001110,65.0,169.0,151.0,178.0,172.0,37.0,52.0,61.0
1100101000001100,65.0,123.0,173.0,147.0,205.0,73.0,37.0,74.0
1100001110110010,65.0,80.0,158.0,94.0,144.0,160.0,27.0,40.0
1100001100100010,65.0,217.0,161.0,232.0,161.0,49.0,24.0,31.0
1100000000011110,65.0,18.0,43.0,35.0,76.0,7.0,10.0,29.0
1011111111010101,65.0,71.0,27.0,26.0,55.0,32.0,4.0,18.0
1011111010001100,65.0,83.0,91.0,66.0,63.0,36.0,25.0,25.0
1011111001111110,65.0,50.0,40.0,45.0,43.0,23.0,25.0,10.0
1011110110000100,65.0,43.0,19.0,18.0,17.0,17.0,2.0,11.0
1011110101011001,65.0,100.0,47.0,92.0,44.0,28.0,20.0,40.0
1011110011001101,65.0,64.0,55.0,120.0,162.0,45.0,21.0,37.0
1011110010011100,65.0,39.0,25.0,73.0,189.0,88.0,20.0,27.0
1011110001100001,65.0,112.0,211.0,163.0,283.0,361.0,88.0,173.0
1011110000110101,65.0,45.0,16.0,28.0,43.0,22.0,6.0,17.0
1011101100111000,65.0,97.0,35.0,79.0,69.0,38.0,38.0,42.0
1011101010101010,65.0,197.0,239.0,302.0,285.0,158.0,123.0,78.0
1011101010100100,65.0,48.0,89.0,59.0,46.0,215.0,49.0,79.0
1011101010100011,65.0,284.0,115.0,137.0,198.0,62.0,55.0,55.0
1011101001011001,65.0,96.0,92.0,84.0,119.0,73.0,17.0,23.0
1011100001110100,65.0,102.0,45.0,67.0,69.0,17.0,12.0,21.0
1011100001010000,65.0,150.0,42.0,112.0,55.0,71.0,19.0,34.0
1011011111011010,65.0,211.0,131.0,221.0,212.0,31.0,15.0,249.0
1011011101101001,65.0,131.0,89.0,91.0,192.0,173.0,19.0,41.0
1011011011111100,65.0,122.0,82.0,189.0,88.0,31.0,21.0,60.0
1011011011100011,65.0,372.0,170.0,172.0,417.0,32.0,29.0,231.0
1011010111001100,65.0,39.0,61.0,107.0,64.0,31.0,16.0,18.0
1011010011011010,65.0,179.0,145.0,152.0,139.0,35.0,143.0,31.0
1011001100110010,65.0,105.0,46.0,60.0,74.0,18.0,11.0,39.0
1011001010110001,65.0,47.0,23.0,85.0,16.0,24.0,9.0,10.0
1011001010000001,65.0,102.0,74.0,576.0,165.0,125.0,25.0,92.0
1011001001101011,65.0,141.0,46.0,140.0,126.0,36.0,19.0,27.0
1011001000100100,65.0,77.0,80.0,92.0,63.0,17.0,19.0,13.0
1011000111111011,65.0,66.0,145.0,158.0,122.0,267.0,19.0,98.0
1011000101010110,65.0,73.0,38.0,46.0,49.0,44.0,70.0,24.0
1011000011110010,65.0,86.0,66.0,232.0,120.0,158.0,90.0,43.0
1011000001011000,65.0,38.0,75.0,94.0,98.0,49.0,217.0,56.0
1010111100010001,65.0,70.0,51.0,76.0,187.0,26.0,62.0,67.0
1010111010110110,65.0,47.0,12.0,20.0,83.0,13.0,8.0,96.0
1010111001101001,65.0,78.0,114.0,163.0,160.0,23.0,19.0,89.0
1010110101111001,65.0,42.0,65.0,136.0,29.0,10.0,6.0,23.0
1010110000111001,65.0,24.0,15.0,30.0,27.0,5.0,9.0,12.0
1010110000100111,65.0,57.0,23.0,42.0,39.0,10.0,89.0,27.0
1010101100111100,65.0,39.0,39.0,40.0,51.0,38.0,18.0,15.0
1010101001011000,65.0,80.0,57.0,74.0,62.0,13.0,179.0,151.0
1010100001111101,65.0,21.0,10.0,11.0,50.0,4.0,5.0,16.0
1010011101111111,65.0,46.0,61.0,165.0,75.0,22.0,10.0,21.0
1010011001010101,65.0,38.0,85.0,46.0,34.0,168.0,15.0,27.0
1010001111101111,65.0,148.0,62.0,76.0,130.0,28.0,24.0,24.0
1010001100111110,65.0,73.0,40.0,35.0,54.0,9.0,9.0,19.0
1010001001110100,65.0,54.0,48.0,45.0,60.0,27.0,12.0,16.0
1010001000001111,65.0,140.0,79.0,103.0,46.0,44.0,55.0,18.0
1010000111010111,65.0,24.0,12.0,14.0,54.0,22.0,17.0,22.0
1010000000110001,65.0,35.0,21.0,11.0,5.0,2.0,1.0,6.0
1010000000011101,65.0,149.0,56.0,13.0,101.0,8.0,8.0,9.0
1001111101101101,65.0,164.0,85.0,123.0,195.0,104.0,16.0,73.0
1001111010101000,65.0,50.0,43.0,89.0,48.0,36.0,9.0,10.0
1001111010100010,65.0,118.0,109.0,90.0,123.0,14.0,35.0,70.0
1001111010010110,65.0,75.0,82.0,219.0,77.0,18.0,14.0,22.0
1001110101101111,65.0,267.0,42.0,216.0,75.0,17.0,54.0,117.0
1001110010101001,65.0,73.0,98.0,54.0,65.0,14.0,15.0,38.0
1001110000100101,65.0,83.0,26.0,32.0,170.0,11.0,61.0,40.0
1001110000001110,65.0,166.0,126.0,89.0,127.0,157.0,71.0,41.0
1001101111011001,65.0,120.0,175.0,240.0,252.0,113.0,98.0,233.0
1001101110010010,65.0,310.0,128.0,310.0,206.0,92.0,54.0,66.0
1001100100011100,65.0,56.0,64.0,153.0,53.0,36.0,11.0,21.0
1001100011110001,65.0,214.0,101.0,194.0,111.0,57.0,20.0,75.0
1001100001110001,65.0,165.0,73.0,74.0,55.0,39.0,77.0,29.0
1001100000100000,65.0,69.0,108.0,68.0,63.0,13.0,53.0,41.0
1001100000010100,65.0,224.0,28.0,72.0,63.0,19.0,4.0,25.0
1001011101000101,65.0,108.0,94.0,46.0,211.0,31.0,114.0,100.0
1001011010111000,65.0,83.0,64.0,73.0,79.0,38.0,7.0,12.0
1001011000000010,65.0,186.0,275.0,166.0,244.0,36.0,55.0,90.0
1001010111011110,65.0,64.0,37.0,162.0,200.0,17.0,114.0,111.0
1001010110101100,65.0,84.0,78.0,149.0,84.0,53.0,70.0,69.0
1001010110010000,65.0,52.0,74.0,99.0,134.0,38.0,13.0,72.0
1001010110000011,65.0,66.0,70.0,174.0,47.0,26.0,14.0,35.0
1001010100100010,65.0,179.0,250.0,240.0,129.0,46.0,20.0,156.0
1001010001001110,65.0,180.0,48.0,192.0,235.0,70.0,103.0,61.0
1001010001000100,65.0,48.0,97.0,260.0,229.0,23.0,25.0,65.0
1001001111001011,65.0,209.0,55.0,393.0,241.0,106.0,34.0,73.0
