variant,counts_9114_i_F_1,counts_9114_i_F_3,counts_9114_i_F_2,counts_9114_i_F_6,counts_9114_i_F_7,counts_9114_i_F_5,counts_9114_i_F_4,counts_9114_i_F_8
0111110010011010,26.0,11.0,8.0,117.0,52.0,48.0,43.0,45.0
0111110000100011,26.0,14.0,33.0,41.0,97.0,34.0,19.0,83.0
0111101111101011,26.0,91.0,35.0,84.0,283.0,126.0,97.0,28.0
0111101111011101,26.0,14.0,22.0,34.0,91.0,49.0,36.0,124.0
0111101100010111,26.0,21.0,11.0,32.0,89.0,41.0,18.0,147.0
0111101011011010,26.0,122.0,19.0,182.0,120.0,131.0,204.0,50.0
0111101010111101,26.0,19.0,15.0,75.0,58.0,65.0,19.0,92.0
0111101010110111,26.0,12.0,3.0,64.0,70.0,21.0,63.0,192.0
0111101010110010,26.0,22.0,2.0,24.0,38.0,56.0,58.0,44.0
0111101010100010,26.0,71.0,3.0,222.0,161.0,87.0,107.0,25.0
0111101010001000,26.0,24.0,7.0,47.0,45.0,109.0,57.0,24.0
0111101001100101,26.0,50.0,15.0,82.0,104.0,174.0,71.0,148.0
0111101001100010,26.0,38.0,8.0,144.0,84.0,110.0,57.0,12.0
0111101000110001,26.0,39.0,22.0,61.0,88.0,52.0,58.0,206.0
0111101000011111,26.0,18.0,9.0,60.0,168.0,52.0,12.0,137.0
0111101000010111,26.0,25.0,13.0,34.0,107.0,44.0,61.0,318.0
0111100111010101,26.0,18.0,4.0,42.0,80.0,46.0,69.0,141.0
0111100111001010,26.0,65.0,4.0,27.0,81.0,49.0,49.0,9.0
0111100110100011,26.0,40.0,25.0,143.0,123.0,77.0,45.0,159.0
0111100101101000,26.0,40.0,7.0,53.0,68.0,42.0,58.0,13.0
0111100100001010,26.0,22.0,2.0,33.0,93.0,28.0,17.0,47.0
0111100011110010,26.0,25.0,19.0,35.0,82.0,51.0,67.0,45.0
0111011111111111,26.0,12.0,15.0,61.0,123.0,17.0,39.0,129.0
0111011111111101,26.0,19.0,21.0,62.0,136.0,57.0,102.0,188.0
0111011111001000,26.0,140.0,15.0,25.0,62.0,165.0,132.0,16.0
0111011110001011,26.0,38.0,47.0,112.0,170.0,60.0,66.0,236.0
0111011101010111,26.0,15.0,19.0,37.0,70.0,39.0,31.0,103.0
0111011101000010,26.0,33.0,51.0,110.0,44.0,91.0,119.0,19.0
0111011101000001,26.0,51.0,32.0,119.0,136.0,75.0,56.0,138.0
0111011100000011,26.0,120.0,36.0,182.0,165.0,203.0,100.0,212.0
0111011011111000,26.0,38.0,7.0,118.0,35.0,61.0,84.0,41.0
0111011011010000,26.0,37.0,5.0,21.0,46.0,61.0,24.0,19.0
0111011011001010,26.0,71.0,8.0,114.0,86.0,199.0,181.0,4.0
0111011010001100,26.0,20.0,10.0,37.0,68.0,49.0,34.0,53.0
0111011001000110,26.0,58.0,7.0,51.0,76.0,102.0,88.0,17.0
0111011000110111,26.0,23.0,3.0,47.0,96.0,20.0,84.0,131.0
0111011000110011,26.0,33.0,21.0,44.0,17.0,39.0,50.0,127.0
0111011000000101,26.0,73.0,9.0,66.0,150.0,60.0,60.0,238.0
0111010111010001,26.0,26.0,23.0,121.0,235.0,91.0,72.0,192.0
0111010110110101,26.0,15.0,6.0,71.0,51.0,29.0,23.0,112.0
0111010110001010,26.0,34.0,4.0,43.0,40.0,120.0,100.0,39.0
0111010101011000,26.0,21.0,4.0,39.0,35.0,24.0,32.0,36.0
0111010100110101,26.0,55.0,3.0,42.0,130.0,21.0,36.0,93.0
0111010100110011,26.0,20.0,9.0,38.0,130.0,34.0,59.0,227.0
0111010011101110,26.0,17.0,21.0,154.0,118.0,204.0,67.0,5.0
0111010011100111,26.0,18.0,11.0,61.0,33.0,54.0,21.0,38.0
0111010010001101,26.0,26.0,43.0,27.0,69.0,55.0,17.0,205.0
0111010001001111,26.0,38.0,12.0,96.0,154.0,33.0,122.0,54.0
0111010001001000,26.0,89.0,50.0,30.0,75.0,158.0,121.0,20.0
0111001110110111,26.0,9.0,19.0,23.0,40.0,40.0,12.0,123.0
0111001101101010,26.0,25.0,20.0,69.0,29.0,73.0,39.0,13.0
0111001010101101,26.0,21.0,7.0,40.0,40.0,30.0,25.0,97.0
0111001010011010,26.0,42.0,18.0,92.0,132.0,99.0,76.0,64.0
0111001001111100,26.0,31.0,8.0,41.0,126.0,94.0,36.0,157.0
0111001001010010,26.0,43.0,9.0,48.0,145.0,55.0,70.0,46.0
0111001000001101,26.0,98.0,33.0,44.0,114.0,88.0,30.0,207.0
0111000111010101,26.0,49.0,7.0,55.0,153.0,38.0,68.0,146.0
0111000110101101,26.0,29.0,12.0,104.0,60.0,82.0,29.0,132.0
0111000110010010,26.0,32.0,31.0,76.0,58.0,100.0,50.0,47.0
0111000110010001,26.0,29.0,24.0,47.0,62.0,58.0,31.0,229.0
0111000101010110,26.0,25.0,16.0,115.0,44.0,39.0,49.0,22.0
0111000101010100,26.0,20.0,7.0,88.0,42.0,39.0,48.0,123.0
0111000100111011,26.0,81.0,10.0,138.0,270.0,56.0,44.0,211.0
0111000100100111,26.0,26.0,8.0,108.0,86.0,36.0,32.0,132.0
0111000100000100,26.0,36.0,15.0,34.0,65.0,38.0,46.0,67.0
0111000011100111,26.0,49.0,22.0,61.0,38.0,70.0,58.0,83.0
0111000010011100,26.0,23.0,43.0,69.0,88.0,67.0,42.0,146.0
0111000001001011,26.0,32.0,5.0,82.0,93.0,112.0,71.0,187.0
0110111110101100,26.0,51.0,12.0,109.0,102.0,111.0,45.0,87.0
0110111101001011,26.0,58.0,19.0,64.0,16.0,56.0,25.0,21.0
0110111011100111,26.0,24.0,8.0,14.0,9.0,17.0,25.0,7.0
0110111000001010,26.0,62.0,8.0,141.0,49.0,82.0,82.0,48.0
0110110110100110,26.0,51.0,9.0,129.0,141.0,75.0,56.0,62.0
0110110100000000,26.0,71.0,5.0,27.0,33.0,101.0,20.0,26.0
0110110000111111,26.0,6.0,7.0,26.0,28.0,39.0,11.0,34.0
0110101110010111,26.0,39.0,8.0,63.0,87.0,71.0,37.0,127.0
0110101100001111,26.0,14.0,8.0,30.0,61.0,39.0,47.0,47.0
0110101011111011,26.0,24.0,19.0,30.0,45.0,39.0,43.0,13.0
0110101011110011,26.0,26.0,9.0,48.0,154.0,53.0,59.0,16.0
0110101011011110,26.0,46.0,7.0,130.0,133.0,125.0,30.0,6.0
0110101010111110,26.0,9.0,15.0,56.0,32.0,122.0,19.0,73.0
0110101001110111,26.0,11.0,6.0,67.0,46.0,27.0,24.0,44.0
0110101000011010,26.0,26.0,10.0,35.0,37.0,31.0,50.0,18.0
0110100000100001,26.0,7.0,5.0,38.0,20.0,9.0,3.0,7.0
0110011111101100,26.0,44.0,9.0,148.0,140.0,142.0,143.0,34.0
0110011111100011,26.0,117.0,15.0,95.0,43.0,82.0,85.0,31.0
0110011110100011,26.0,19.0,27.0,171.0,140.0,152.0,130.0,147.0
0110011110011111,26.0,23.0,10.0,33.0,100.0,35.0,31.0,87.0
0110011011101101,26.0,93.0,69.0,46.0,113.0,87.0,115.0,62.0
0110011011101000,26.0,56.0,7.0,20.0,15.0,55.0,32.0,2.0
0110011010000000,26.0,137.0,25.0,139.0,90.0,65.0,67.0,49.0
0110011001001000,26.0,32.0,11.0,48.0,46.0,55.0,45.0,18.0
0110011000001011,26.0,58.0,9.0,33.0,133.0,93.0,47.0,80.0
0110010111000000,26.0,81.0,8.0,117.0,60.0,78.0,152.0,8.0
0110010110100000,26.0,43.0,15.0,91.0,72.0,80.0,50.0,59.0
0110010110001010,26.0,56.0,11.0,138.0,140.0,129.0,62.0,33.0
0110010101110000,26.0,64.0,41.0,162.0,97.0,184.0,183.0,84.0
0110010101000101,26.0,33.0,25.0,119.0,139.0,76.0,52.0,58.0
0110010100100010,26.0,60.0,17.0,173.0,116.0,71.0,81.0,28.0
0110010100001110,26.0,75.0,56.0,71.0,190.0,144.0,80.0,120.0
0110010011100110,26.0,38.0,29.0,40.0,105.0,203.0,136.0,16.0
0110010011010101,26.0,30.0,44.0,58.0,223.0,94.0,104.0,115.0
0110010010111101,26.0,25.0,9.0,67.0,131.0,81.0,108.0,118.0
0110010010110101,26.0,61.0,44.0,60.0,45.0,80.0,119.0,98.0
0110010001010001,26.0,64.0,11.0,125.0,103.0,81.0,74.0,126.0
0110001111011010,26.0,23.0,9.0,162.0,71.0,158.0,75.0,20.0
0110001110100101,26.0,7.0,27.0,23.0,46.0,47.0,14.0,89.0
0110001100001010,26.0,89.0,12.0,27.0,42.0,107.0,22.0,12.0
0110001001001110,26.0,22.0,6.0,88.0,79.0,69.0,58.0,22.0
0101111111011011,26.0,22.0,8.0,25.0,95.0,60.0,21.0,44.0
0101111110001111,26.0,23.0,13.0,41.0,119.0,38.0,21.0,198.0
0101111110001001,26.0,17.0,5.0,11.0,88.0,36.0,13.0,24.0
0101111011110110,26.0,17.0,5.0,65.0,42.0,55.0,100.0,35.0
0101111011100110,26.0,20.0,16.0,62.0,46.0,88.0,116.0,4.0
0101111011000011,26.0,69.0,45.0,68.0,110.0,77.0,60.0,4.0
0101111011000010,26.0,104.0,7.0,28.0,29.0,74.0,71.0,4.0
0101111001010011,26.0,12.0,9.0,54.0,42.0,25.0,14.0,56.0
0101111001000101,26.0,23.0,9.0,90.0,86.0,101.0,89.0,64.0
0101111000101111,26.0,29.0,6.0,79.0,78.0,56.0,30.0,260.0
0101111000001001,26.0,53.0,10.0,29.0,82.0,81.0,29.0,153.0
0101110110010101,26.0,20.0,37.0,38.0,76.0,27.0,24.0,264.0
0101110011111101,26.0,21.0,13.0,93.0,143.0,82.0,65.0,224.0
0101110011100010,26.0,135.0,5.0,30.0,28.0,56.0,67.0,2.0
0101110011001111,26.0,68.0,19.0,97.0,76.0,32.0,56.0,20.0
0101110000011111,26.0,27.0,7.0,80.0,75.0,14.0,20.0,178.0
0101110000010111,26.0,15.0,5.0,37.0,54.0,29.0,21.0,150.0
0101101111101001,26.0,56.0,12.0,153.0,89.0,163.0,112.0,22.0
0101101111010010,26.0,42.0,25.0,57.0,79.0,58.0,53.0,18.0
0101101111001001,26.0,36.0,8.0,102.0,121.0,178.0,88.0,86.0
0101101110010111,26.0,36.0,6.0,76.0,104.0,36.0,44.0,289.0
0101101101101111,26.0,35.0,13.0,117.0,145.0,99.0,65.0,165.0
0101101101011000,26.0,68.0,20.0,140.0,109.0,115.0,54.0,83.0
0101101101010100,26.0,32.0,14.0,73.0,153.0,25.0,38.0,44.0
0101101100101000,26.0,77.0,8.0,44.0,66.0,128.0,52.0,24.0
0101101100010000,26.0,40.0,31.0,138.0,183.0,85.0,95.0,113.0
0101101100001010,26.0,96.0,15.0,73.0,121.0,121.0,100.0,83.0
0101101011101010,26.0,86.0,15.0,56.0,44.0,98.0,99.0,6.0
0101101010101000,26.0,23.0,5.0,47.0,76.0,123.0,31.0,8.0
0101101010100100,26.0,43.0,8.0,23.0,31.0,65.0,89.0,72.0
0101101010011110,26.0,67.0,10.0,60.0,147.0,80.0,46.0,63.0
0101101010010001,26.0,19.0,17.0,69.0,89.0,168.0,78.0,212.0
0101101010001010,26.0,47.0,16.0,321.0,271.0,252.0,180.0,100.0
0101101001111100,26.0,131.0,17.0,66.0,138.0,189.0,77.0,190.0
0101101001110011,26.0,33.0,22.0,99.0,141.0,112.0,99.0,119.0
0101101001110001,26.0,49.0,20.0,44.0,153.0,105.0,31.0,56.0
0101101001010000,26.0,42.0,5.0,53.0,34.0,69.0,45.0,26.0
0101101000110010,26.0,18.0,39.0,62.0,113.0,38.0,64.0,26.0
0101101000001111,26.0,48.0,15.0,42.0,65.0,63.0,34.0,191.0
0101100110100011,26.0,37.0,41.0,73.0,81.0,53.0,40.0,120.0
0101100101110011,26.0,25.0,5.0,104.0,68.0,110.0,56.0,45.0
0101100100101100,26.0,42.0,71.0,98.0,181.0,229.0,94.0,71.0
0101100011111100,26.0,26.0,7.0,80.0,29.0,32.0,28.0,27.0
0101100011010010,26.0,49.0,9.0,58.0,92.0,218.0,100.0,26.0
0101100011001011,26.0,42.0,10.0,43.0,80.0,175.0,138.0,55.0
0101100010100011,26.0,22.0,17.0,63.0,114.0,69.0,37.0,74.0
0101100001101010,26.0,20.0,10.0,70.0,42.0,168.0,38.0,10.0
0101100001001000,26.0,43.0,8.0,57.0,46.0,140.0,99.0,21.0
0101100000100010,26.0,33.0,15.0,117.0,45.0,80.0,81.0,13.0
0101011111101001,26.0,113.0,42.0,291.0,248.0,191.0,162.0,62.0
0101011111100111,26.0,49.0,25.0,58.0,98.0,81.0,50.0,39.0
0101011110010101,26.0,30.0,18.0,111.0,82.0,106.0,24.0,142.0
0101011101111001,26.0,42.0,7.0,53.0,51.0,63.0,65.0,65.0
0101011100100010,26.0,32.0,15.0,34.0,71.0,58.0,58.0,26.0
0101011011100110,26.0,40.0,23.0,60.0,62.0,98.0,113.0,9.0
0101011011010011,26.0,40.0,19.0,76.0,98.0,206.0,84.0,44.0
0101011011001100,26.0,115.0,17.0,30.0,37.0,84.0,49.0,11.0
0101011011001011,26.0,129.0,27.0,99.0,147.0,113.0,254.0,22.0
0101011010100101,26.0,57.0,21.0,53.0,72.0,43.0,47.0,105.0
0101011000100011,26.0,79.0,68.0,136.0,165.0,176.0,152.0,381.0
0101010111000100,26.0,23.0,2.0,30.0,42.0,108.0,40.0,5.0
0101010101111101,26.0,27.0,20.0,55.0,49.0,43.0,31.0,88.0
0101010100011010,26.0,59.0,8.0,57.0,79.0,108.0,87.0,92.0
0101010100001010,26.0,35.0,28.0,93.0,84.0,142.0,100.0,57.0
0101010010111011,26.0,14.0,13.0,83.0,50.0,51.0,18.0,125.0
0101010010101100,26.0,43.0,7.0,46.0,72.0,47.0,24.0,101.0
0101010010100111,26.0,16.0,4.0,35.0,121.0,40.0,26.0,180.0
0101010010011111,26.0,20.0,17.0,49.0,137.0,56.0,18.0,195.0
0101010010000111,26.0,104.0,11.0,79.0,91.0,111.0,46.0,82.0
0101010001111101,26.0,49.0,70.0,26.0,66.0,140.0,39.0,142.0
0101010001111011,26.0,80.0,50.0,231.0,205.0,132.0,67.0,308.0
0101010001110101,26.0,42.0,15.0,62.0,127.0,93.0,54.0,97.0
0101001110100000,26.0,26.0,4.0,109.0,74.0,43.0,28.0,15.0
0101001010111101,26.0,8.0,3.0,13.0,65.0,18.0,19.0,149.0
0101001010101110,26.0,17.0,7.0,79.0,58.0,26.0,31.0,28.0
0101001010100011,26.0,53.0,17.0,58.0,50.0,106.0,75.0,73.0
0101000111011100,26.0,94.0,8.0,135.0,130.0,115.0,69.0,79.0
0101000111011011,26.0,54.0,17.0,51.0,181.0,84.0,114.0,130.0
0101000111011001,26.0,34.0,16.0,55.0,122.0,124.0,99.0,95.0
0101000100001101,26.0,41.0,42.0,158.0,111.0,78.0,62.0,158.0
0101000011100100,26.0,104.0,34.0,42.0,64.0,139.0,90.0,5.0
0101000011011010,26.0,51.0,29.0,67.0,91.0,59.0,53.0,13.0
0101000010010000,26.0,107.0,36.0,87.0,132.0,155.0,109.0,51.0
0101000001110111,26.0,29.0,12.0,41.0,172.0,57.0,91.0,139.0
0101000001001111,26.0,35.0,86.0,61.0,79.0,124.0,74.0,62.0
0101000000110111,26.0,83.0,28.0,25.0,32.0,32.0,18.0,67.0
0100111100010000,26.0,21.0,10.0,19.0,50.0,54.0,40.0,13.0
0100111100001101,26.0,34.0,21.0,51.0,99.0,92.0,35.0,114.0
0100111011001001,26.0,42.0,8.0,20.0,15.0,48.0,106.0,5.0
0100111010011001,26.0,23.0,8.0,18.0,43.0,56.0,40.0,94.0
0100110110000011,26.0,10.0,2.0,39.0,121.0,17.0,14.0,15.0
0100110101110000,26.0,31.0,6.0,82.0,20.0,83.0,37.0,31.0
0100110101100011,26.0,8.0,12.0,47.0,28.0,79.0,68.0,8.0
0100110010011101,26.0,30.0,7.0,54.0,91.0,102.0,10.0,183.0
0100110000001110,26.0,22.0,10.0,12.0,37.0,51.0,13.0,14.0
0100101111000010,26.0,100.0,6.0,89.0,39.0,97.0,174.0,2.0
0100101101111001,26.0,74.0,11.0,108.0,147.0,70.0,50.0,57.0
0100101100101000,26.0,26.0,3.0,89.0,168.0,159.0,81.0,23.0
0100101100010100,26.0,20.0,15.0,149.0,163.0,83.0,68.0,74.0
0100101011001000,26.0,88.0,16.0,53.0,20.0,169.0,67.0,3.0
0100101010011100,26.0,17.0,10.0,55.0,59.0,101.0,27.0,85.0
0100101010000110,26.0,64.0,11.0,28.0,28.0,125.0,61.0,20.0
0100101001111111,26.0,23.0,9.0,102.0,63.0,65.0,35.0,137.0
0100101001110001,26.0,37.0,11.0,133.0,131.0,88.0,54.0,110.0
0100101001011110,26.0,25.0,14.0,49.0,105.0,55.0,38.0,14.0
0100101001001001,26.0,103.0,18.0,191.0,195.0,122.0,123.0,31.0
0100011110101101,26.0,58.0,6.0,29.0,72.0,43.0,63.0,121.0
0100011110010000,26.0,18.0,29.0,28.0,45.0,77.0,77.0,41.0
0100011101010101,26.0,38.0,15.0,62.0,114.0,96.0,67.0,168.0
0100011011100010,26.0,56.0,16.0,51.0,28.0,124.0,128.0,3.0
0100011010101011,26.0,15.0,14.0,47.0,81.0,165.0,29.0,64.0
0100011010001111,26.0,31.0,8.0,43.0,57.0,131.0,109.0,94.0
0100011001110011,26.0,65.0,98.0,115.0,133.0,137.0,141.0,188.0
0100010111110110,26.0,47.0,67.0,94.0,159.0,95.0,86.0,44.0
0100010100000000,26.0,145.0,21.0,94.0,93.0,171.0,98.0,54.0
0100010000111100,26.0,121.0,39.0,63.0,101.0,59.0,54.0,101.0
0100001111110010,26.0,42.0,8.0,64.0,67.0,81.0,119.0,40.0
0100001111000110,26.0,55.0,2.0,129.0,12.0,90.0,115.0,16.0
0100001110110101,26.0,13.0,6.0,43.0,109.0,37.0,36.0,140.0
0100001100110001,26.0,13.0,37.0,28.0,112.0,23.0,34.0,84.0
0100001010001010,26.0,59.0,8.0,103.0,83.0,105.0,98.0,13.0
0100001001111101,26.0,32.0,9.0,83.0,121.0,81.0,119.0,146.0
0100001001000100,26.0,35.0,8.0,38.0,176.0,69.0,78.0,10.0
0100000111010111,26.0,5.0,9.0,22.0,11.0,34.0,4.0,33.0
0100000011101010,26.0,56.0,0.0,78.0,37.0,65.0,79.0,0.0
0011111111101001,26.0,54.0,5.0,76.0,56.0,46.0,30.0,52.0
0011111101001001,26.0,11.0,4.0,25.0,29.0,56.0,22.0,29.0
0011111100011001,26.0,23.0,8.0,17.0,104.0,54.0,8.0,92.0
0011111100010111,26.0,12.0,5.0,26.0,52.0,21.0,25.0,90.0
0011111000010010,26.0,15.0,10.0,50.0,90.0,32.0,45.0,66.0
0011110110011101,26.0,46.0,6.0,85.0,48.0,52.0,11.0,282.0
0011110110010000,26.0,11.0,3.0,56.0,90.0,48.0,17.0,19.0
0011110101111110,26.0,16.0,2.0,36.0,30.0,15.0,15.0,79.0
0011110101101111,26.0,3.0,6.0,40.0,25.0,24.0,10.0,107.0
0011110101101000,26.0,21.0,14.0,32.0,21.0,29.0,12.0,8.0
0011110101010001,26.0,17.0,10.0,15.0,36.0,31.0,23.0,124.0
0011110100001101,26.0,44.0,9.0,38.0,63.0,47.0,45.0,148.0
0011110001101111,26.0,13.0,3.0,39.0,77.0,11.0,8.0,46.0
0011110000011101,26.0,8.0,11.0,41.0,65.0,22.0,12.0,121.0
0011101111111100,26.0,16.0,6.0,32.0,53.0,47.0,28.0,28.0
0011101110011000,26.0,23.0,16.0,43.0,39.0,45.0,22.0,45.0
0011101101011111,26.0,13.0,6.0,49.0,27.0,16.0,12.0,103.0
0011101100010100,26.0,17.0,6.0,28.0,35.0,21.0,16.0,153.0
0011101011010010,26.0,27.0,10.0,37.0,28.0,81.0,26.0,18.0
0011101011000001,26.0,51.0,19.0,48.0,71.0,71.0,55.0,10.0
0011101010111110,26.0,17.0,5.0,40.0,40.0,15.0,8.0,24.0
0011101010110011,26.0,8.0,7.0,16.0,40.0,25.0,16.0,45.0
0011101010101000,26.0,21.0,6.0,21.0,55.0,27.0,23.0,10.0
0011101000101100,26.0,30.0,4.0,42.0,53.0,67.0,25.0,64.0
0011101000101010,26.0,25.0,9.0,44.0,97.0,45.0,13.0,27.0
0011101000010001,26.0,29.0,6.0,23.0,227.0,48.0,32.0,122.0
0011100101011110,26.0,19.0,4.0,46.0,21.0,10.0,12.0,21.0
0011100101001111,26.0,7.0,16.0,45.0,91.0,54.0,21.0,155.0
0011100100001000,26.0,36.0,13.0,19.0,115.0,46.0,22.0,39.0
0011100011111100,26.0,6.0,1.0,24.0,10.0,47.0,12.0,18.0
0011100001111110,26.0,8.0,3.0,71.0,46.0,19.0,9.0,43.0
0011100000101010,26.0,48.0,14.0,54.0,29.0,46.0,25.0,16.0
0011100000010001,26.0,30.0,9.0,57.0,148.0,53.0,49.0,235.0
0011011110100011,26.0,34.0,27.0,52.0,90.0,65.0,47.0,191.0
0011011101100111,26.0,67.0,10.0,94.0,157.0,97.0,48.0,131.0
0011011101100010,26.0,59.0,26.0,38.0,41.0,46.0,41.0,13.0
0011011100011011,26.0,37.0,8.0,41.0,73.0,48.0,42.0,174.0
0011011011111011,26.0,25.0,11.0,44.0,74.0,55.0,38.0,74.0
0011011011100011,26.0,79.0,11.0,43.0,40.0,53.0,63.0,20.0
0011011011011110,26.0,16.0,8.0,19.0,50.0,23.0,22.0,26.0
0011011010110101,26.0,24.0,13.0,10.0,93.0,16.0,22.0,94.0
0011011010001010,26.0,46.0,5.0,86.0,71.0,129.0,95.0,88.0
0011011001110101,26.0,28.0,14.0,23.0,57.0,85.0,28.0,85.0
0011011000100101,26.0,14.0,13.0,23.0,64.0,39.0,13.0,192.0
0011011000011011,26.0,29.0,10.0,21.0,70.0,40.0,28.0,128.0
0011010110110001,26.0,47.0,12.0,59.0,25.0,34.0,36.0,84.0
0011010101110100,26.0,19.0,4.0,44.0,90.0,26.0,14.0,45.0
0011010101000101,26.0,22.0,6.0,47.0,62.0,76.0,45.0,121.0
0011010010011010,26.0,31.0,12.0,43.0,50.0,48.0,19.0,38.0
0011001111001101,26.0,19.0,5.0,87.0,18.0,28.0,18.0,130.0
0011001100000011,26.0,45.0,16.0,97.0,110.0,63.0,48.0,208.0
0011000111111111,26.0,6.0,3.0,22.0,89.0,27.0,12.0,67.0
0011000111101000,26.0,36.0,5.0,71.0,57.0,110.0,85.0,10.0
0011000111001001,26.0,36.0,15.0,77.0,57.0,103.0,53.0,39.0
0011000100111111,26.0,29.0,6.0,87.0,62.0,34.0,20.0,181.0
0011000100110011,26.0,42.0,14.0,38.0,113.0,54.0,66.0,278.0
0011000100100110,26.0,27.0,5.0,37.0,90.0,28.0,24.0,45.0
0011000010111000,26.0,18.0,7.0,20.0,20.0,32.0,35.0,29.0
0011000010000010,26.0,73.0,18.0,77.0,158.0,95.0,54.0,63.0
0011000001100001,26.0,33.0,16.0,44.0,86.0,37.0,34.0,44.0
0010111111110010,26.0,10.0,6.0,28.0,52.0,21.0,26.0,32.0
0010111101101011,26.0,12.0,2.0,19.0,27.0,25.0,23.0,37.0
0010111101010110,26.0,21.0,4.0,46.0,49.0,41.0,34.0,9.0
0010111100000101,26.0,23.0,4.0,66.0,60.0,70.0,18.0,157.0
0010111010011110,26.0,21.0,16.0,38.0,45.0,38.0,46.0,63.0
0010111000000011,26.0,41.0,12.0,50.0,87.0,44.0,26.0,107.0
0010110110101011,26.0,10.0,2.0,39.0,59.0,16.0,10.0,30.0
0010110010100011,26.0,6.0,10.0,32.0,37.0,26.0,19.0,18.0
0010110000100111,26.0,5.0,1.0,10.0,8.0,8.0,14.0,32.0
0010110000001010,26.0,39.0,8.0,20.0,51.0,33.0,20.0,58.0
0010101110101000,26.0,35.0,11.0,25.0,54.0,18.0,19.0,10.0
0010101101101010,26.0,41.0,6.0,77.0,52.0,70.0,44.0,3.0
0010101100100101,26.0,31.0,21.0,39.0,60.0,42.0,19.0,60.0
0010101011001010,26.0,28.0,5.0,31.0,16.0,45.0,49.0,0.0
0010101010011001,26.0,47.0,29.0,18.0,34.0,42.0,20.0,35.0
0010101001011011,26.0,14.0,8.0,43.0,33.0,23.0,28.0,35.0
0010100011001011,26.0,7.0,6.0,15.0,3.0,9.0,4.0,2.0
0010100001001100,26.0,19.0,4.0,13.0,14.0,33.0,9.0,16.0
0010011101100100,26.0,26.0,13.0,64.0,50.0,39.0,25.0,60.0
0010011101000101,26.0,41.0,8.0,69.0,97.0,44.0,42.0,41.0
0010011100011010,26.0,68.0,20.0,30.0,68.0,43.0,27.0,79.0
0010011011110011,26.0,41.0,10.0,58.0,20.0,52.0,28.0,13.0
0010011011110010,26.0,28.0,38.0,26.0,60.0,98.0,87.0,16.0
0010011000001000,26.0,65.0,3.0,86.0,133.0,52.0,63.0,37.0
0010010111001000,26.0,127.0,20.0,102.0,160.0,171.0,159.0,2.0
0010010011101001,26.0,111.0,10.0,111.0,86.0,205.0,128.0,23.0
0010010011011111,26.0,33.0,9.0,98.0,109.0,46.0,19.0,70.0
0010010001111110,26.0,29.0,13.0,70.0,101.0,93.0,67.0,117.0
0010010001100110,26.0,52.0,15.0,109.0,168.0,179.0,90.0,43.0
0010010001010100,26.0,18.0,19.0,32.0,48.0,51.0,42.0,54.0
0010001111100001,26.0,45.0,39.0,70.0,15.0,84.0,85.0,29.0
0010001100111110,26.0,8.0,2.0,23.0,8.0,20.0,14.0,13.0
0010001011000111,26.0,42.0,4.0,73.0,71.0,33.0,34.0,3.0
0010001010100011,26.0,46.0,14.0,62.0,80.0,73.0,30.0,41.0
0010001010100000,26.0,39.0,5.0,29.0,29.0,34.0,20.0,4.0
0010001010010110,26.0,16.0,6.0,17.0,127.0,63.0,23.0,46.0
0010001000010101,26.0,13.0,3.0,14.0,15.0,13.0,13.0,38.0
0010001000000110,26.0,19.0,7.0,28.0,43.0,30.0,25.0,56.0
0001111110101001,26.0,16.0,8.0,10.0,45.0,22.0,21.0,61.0
0001111110100101,26.0,10.0,5.0,54.0,29.0,19.0,8.0,54.0
0001111100101000,26.0,7.0,3.0,26.0,13.0,15.0,16.0,16.0
0001111100100010,26.0,44.0,11.0,54.0,39.0,39.0,29.0,20.0
0001111011010001,26.0,28.0,9.0,33.0,53.0,24.0,40.0,51.0
0001111001111000,26.0,23.0,7.0,44.0,36.0,20.0,23.0,35.0
0001111001110101,26.0,57.0,2.0,19.0,48.0,36.0,20.0,90.0
0001111001011100,26.0,13.0,15.0,24.0,99.0,47.0,19.0,44.0
0001110011010010,26.0,34.0,5.0,17.0,22.0,30.0,22.0,3.0
0001110001011011,26.0,8.0,1.0,21.0,62.0,19.0,8.0,52.0
0001110001001100,26.0,39.0,7.0,21.0,32.0,40.0,23.0,44.0
0001101111100010,26.0,52.0,8.0,63.0,35.0,42.0,70.0,3.0
0001101111010011,26.0,47.0,13.0,65.0,165.0,86.0,51.0,85.0
0001101101111101,26.0,37.0,16.0,69.0,53.0,38.0,33.0,193.0
0001101101110010,26.0,49.0,18.0,91.0,163.0,95.0,47.0,17.0
0001101101001100,26.0,27.0,14.0,38.0,50.0,83.0,41.0,9.0
0001101100101101,26.0,31.0,9.0,32.0,98.0,22.0,41.0,188.0
0001101011111101,26.0,26.0,23.0,54.0,65.0,51.0,25.0,127.0
0001101011110101,26.0,24.0,16.0,24.0,48.0,19.0,31.0,51.0
0001101011100101,26.0,66.0,12.0,93.0,96.0,86.0,79.0,90.0
0001101011000110,26.0,48.0,17.0,34.0,20.0,43.0,33.0,4.0
0001101010100111,26.0,20.0,5.0,27.0,85.0,36.0,23.0,109.0
0001101001001110,26.0,42.0,3.0,43.0,31.0,47.0,51.0,18.0
0001101001000101,26.0,43.0,8.0,53.0,119.0,51.0,56.0,104.0
