variant,counts_9114_b_F_5,counts_9114_b_F_4,counts_9114_b_F_6,counts_9114_b_F_7,counts_9114_b_F_3,counts_9114_b_F_2,counts_9114_b_F_1,counts_9114_b_F_8
1010101000111011,55.0,91.0,142.0,115.0,76.0,69.0,37.0,93.0
1010101000111000,55.0,69.0,40.0,18.0,20.0,10.0,23.0,25.0
1010100010010010,55.0,64.0,40.0,52.0,13.0,1.0,9.0,15.0
1010011111010101,55.0,38.0,34.0,16.0,42.0,106.0,31.0,39.0
1010011111000110,55.0,130.0,59.0,105.0,41.0,2.0,7.0,6.0
1010011110100101,55.0,124.0,36.0,99.0,20.0,33.0,83.0,60.0
1010011110001001,55.0,78.0,64.0,119.0,62.0,9.0,20.0,74.0
1010011101001001,55.0,162.0,206.0,189.0,91.0,46.0,36.0,57.0
1010011100010001,55.0,98.0,99.0,36.0,65.0,31.0,66.0,88.0
1010011010101000,55.0,52.0,40.0,70.0,17.0,16.0,58.0,36.0
1010010001010101,55.0,147.0,34.0,65.0,55.0,16.0,102.0,180.0
1010001111010111,55.0,43.0,23.0,88.0,21.0,7.0,3.0,68.0
1010001101111110,55.0,68.0,55.0,33.0,56.0,2.0,47.0,14.0
1010001101001100,55.0,35.0,103.0,23.0,17.0,7.0,23.0,19.0
1010001101000100,55.0,35.0,39.0,109.0,32.0,3.0,11.0,86.0
1010001100101110,55.0,101.0,21.0,121.0,92.0,41.0,58.0,67.0
1010001011110110,55.0,109.0,47.0,94.0,33.0,36.0,47.0,4.0
1010001011110100,55.0,104.0,55.0,20.0,59.0,3.0,128.0,21.0
1010001001101110,55.0,176.0,95.0,123.0,110.0,15.0,8.0,52.0
1010001001010101,55.0,61.0,65.0,69.0,43.0,3.0,22.0,72.0
1010001000001111,55.0,56.0,28.0,114.0,43.0,9.0,40.0,144.0
1010000100100100,55.0,6.0,87.0,9.0,6.0,4.0,2.0,9.0
1001111111010110,55.0,85.0,90.0,30.0,51.0,21.0,3.0,9.0
1001111101110001,55.0,88.0,157.0,109.0,60.0,7.0,14.0,110.0
1001111010000110,55.0,52.0,96.0,26.0,29.0,5.0,7.0,14.0
1001110111110101,55.0,76.0,30.0,50.0,19.0,5.0,5.0,51.0
1001110111010101,55.0,69.0,53.0,51.0,26.0,4.0,5.0,79.0
1001110111000111,55.0,71.0,58.0,17.0,41.0,4.0,22.0,12.0
1001110111000110,55.0,86.0,121.0,79.0,50.0,3.0,4.0,29.0
1001110100100100,55.0,94.0,23.0,87.0,11.0,6.0,10.0,122.0
1001110010110011,55.0,42.0,54.0,28.0,31.0,10.0,4.0,58.0
1001101110111110,55.0,131.0,138.0,150.0,49.0,22.0,9.0,94.0
1001101010111000,55.0,62.0,82.0,134.0,29.0,18.0,11.0,69.0
1001100010011110,55.0,76.0,59.0,103.0,26.0,13.0,39.0,129.0
1001100001111111,55.0,28.0,18.0,37.0,14.0,12.0,7.0,40.0
1001100000101111,55.0,46.0,71.0,147.0,26.0,4.0,34.0,129.0
1001011111011110,55.0,283.0,232.0,171.0,84.0,4.0,49.0,191.0
1001011100101111,55.0,79.0,64.0,70.0,182.0,59.0,127.0,170.0
1001011001110000,55.0,75.0,111.0,47.0,24.0,11.0,39.0,17.0
1001011000111000,55.0,68.0,37.0,30.0,21.0,17.0,19.0,15.0
1001010111001100,55.0,58.0,35.0,19.0,21.0,10.0,18.0,11.0
1001001111010101,55.0,48.0,15.0,19.0,26.0,17.0,14.0,28.0
1001001110111001,55.0,63.0,19.0,16.0,12.0,2.0,18.0,47.0
1001001100110011,55.0,127.0,56.0,94.0,64.0,18.0,14.0,136.0
1001001100100110,55.0,111.0,92.0,144.0,27.0,14.0,7.0,74.0
1001001100010111,55.0,76.0,51.0,204.0,13.0,8.0,70.0,191.0
1001001100010110,55.0,64.0,37.0,75.0,26.0,20.0,16.0,50.0
1001001000110101,55.0,26.0,10.0,17.0,46.0,7.0,9.0,104.0
1001001000101010,55.0,83.0,43.0,83.0,30.0,35.0,11.0,20.0
1001000110000111,55.0,46.0,48.0,87.0,102.0,17.0,89.0,154.0
1001000010111010,55.0,112.0,24.0,111.0,85.0,64.0,17.0,50.0
1001000001011001,55.0,174.0,202.0,182.0,62.0,38.0,104.0,183.0
1001000000011100,55.0,156.0,166.0,217.0,45.0,26.0,82.0,114.0
1000111001110010,55.0,109.0,67.0,57.0,56.0,8.0,35.0,8.0
1000111001011011,55.0,111.0,51.0,38.0,53.0,7.0,30.0,80.0
1000111000101111,55.0,48.0,49.0,50.0,34.0,11.0,28.0,54.0
1000111000001101,55.0,117.0,67.0,133.0,76.0,50.0,34.0,129.0
1000111000001001,55.0,55.0,53.0,128.0,31.0,22.0,16.0,96.0
1000110111100101,55.0,45.0,104.0,22.0,72.0,18.0,63.0,7.0
1000110101111001,55.0,77.0,100.0,63.0,30.0,15.0,15.0,75.0
1000110101101101,55.0,94.0,60.0,112.0,46.0,5.0,12.0,110.0
1000110101100111,55.0,26.0,38.0,35.0,47.0,10.0,8.0,11.0
1000110100100000,55.0,39.0,13.0,50.0,22.0,5.0,11.0,7.0
1000110100001010,55.0,64.0,68.0,104.0,22.0,18.0,21.0,30.0
1000110011011001,55.0,46.0,36.0,53.0,67.0,60.0,5.0,44.0
1000110000001000,55.0,38.0,32.0,84.0,15.0,2.0,13.0,32.0
1000101010111111,55.0,59.0,53.0,142.0,15.0,17.0,10.0,155.0
1000101010100100,55.0,61.0,32.0,33.0,23.0,7.0,21.0,13.0
1000101000100110,55.0,43.0,26.0,29.0,61.0,6.0,14.0,15.0
1000100100000000,55.0,28.0,8.0,11.0,6.0,59.0,4.0,16.0
1000100011111000,55.0,11.0,45.0,62.0,36.0,2.0,84.0,0.0
1000100010010011,55.0,20.0,4.0,9.0,12.0,8.0,2.0,10.0
1000100001101100,55.0,84.0,48.0,49.0,48.0,1.0,1.0,23.0
1000100000111111,55.0,17.0,37.0,22.0,3.0,1.0,3.0,98.0
1000100000000110,55.0,68.0,110.0,23.0,20.0,28.0,50.0,4.0
1000011100011010,55.0,112.0,114.0,239.0,130.0,90.0,142.0,156.0
1000011011111001,55.0,101.0,33.0,83.0,37.0,49.0,27.0,156.0
1000011000110010,55.0,134.0,116.0,85.0,18.0,30.0,14.0,52.0
1000010010110110,55.0,42.0,70.0,96.0,43.0,6.0,25.0,39.0
1000001011011010,55.0,74.0,82.0,82.0,79.0,26.0,24.0,6.0
1000001010110000,55.0,107.0,24.0,99.0,8.0,17.0,15.0,6.0
1000001000100100,55.0,45.0,35.0,30.0,23.0,9.0,16.0,38.0
1000000011111101,55.0,76.0,3.0,41.0,6.0,4.0,17.0,12.0
1000000011100011,55.0,140.0,75.0,19.0,29.0,15.0,34.0,22.0
0111111111011110,55.0,13.0,37.0,12.0,25.0,4.0,4.0,74.0
0111111111001011,55.0,38.0,25.0,11.0,36.0,6.0,7.0,4.0
0111111100001110,55.0,33.0,17.0,27.0,35.0,8.0,5.0,33.0
0111111010101101,55.0,38.0,89.0,43.0,32.0,17.0,5.0,140.0
0111111001101000,55.0,36.0,137.0,140.0,38.0,7.0,39.0,30.0
0111111001011010,55.0,21.0,47.0,67.0,11.0,4.0,16.0,23.0
0111110111100001,55.0,66.0,12.0,106.0,32.0,15.0,6.0,6.0
0111110110010010,55.0,75.0,79.0,101.0,60.0,9.0,28.0,86.0
0111110110001000,55.0,8.0,23.0,77.0,18.0,18.0,5.0,14.0
0111110000000000,55.0,140.0,62.0,42.0,26.0,13.0,15.0,122.0
0111101110111011,55.0,32.0,84.0,73.0,34.0,12.0,11.0,140.0
0111101110100110,55.0,51.0,112.0,90.0,11.0,3.0,15.0,31.0
0111101110100100,55.0,63.0,84.0,67.0,35.0,2.0,11.0,95.0
0111101101011110,55.0,33.0,44.0,58.0,53.0,1.0,13.0,42.0
0111101011000111,55.0,64.0,41.0,19.0,43.0,6.0,11.0,42.0
0111101010110101,55.0,24.0,23.0,51.0,162.0,86.0,24.0,131.0
0111101010110000,55.0,39.0,33.0,28.0,10.0,12.0,9.0,36.0
0111101010101110,55.0,64.0,42.0,104.0,47.0,13.0,10.0,30.0
0111101000000000,55.0,59.0,58.0,45.0,80.0,33.0,19.0,19.0
0111100100011001,55.0,72.0,70.0,56.0,24.0,19.0,9.0,90.0
0111100011110001,55.0,70.0,50.0,105.0,27.0,2.0,16.0,80.0
0111100010001000,55.0,37.0,31.0,18.0,18.0,2.0,43.0,7.0
0111011011111000,55.0,34.0,28.0,77.0,19.0,11.0,7.0,12.0
0111011011110110,55.0,136.0,37.0,158.0,34.0,5.0,11.0,52.0
0111010111001110,55.0,125.0,108.0,57.0,15.0,7.0,6.0,3.0
0111010110111010,55.0,60.0,137.0,96.0,27.0,16.0,14.0,101.0
0111010110111000,55.0,116.0,61.0,75.0,32.0,5.0,4.0,140.0
0111010100111010,55.0,69.0,163.0,177.0,57.0,1.0,6.0,69.0
0111010100110010,55.0,40.0,14.0,63.0,32.0,6.0,3.0,27.0
0111010011111111,55.0,20.0,26.0,65.0,35.0,5.0,18.0,71.0
0111010001101100,55.0,77.0,30.0,129.0,25.0,10.0,40.0,75.0
0111010001010011,55.0,114.0,64.0,204.0,100.0,18.0,51.0,308.0
0111001110110000,55.0,127.0,50.0,15.0,26.0,5.0,6.0,29.0
0111001110000000,55.0,24.0,15.0,43.0,20.0,6.0,11.0,15.0
0111001101001011,55.0,108.0,50.0,209.0,65.0,2.0,11.0,72.0
0111000110110111,55.0,40.0,73.0,119.0,32.0,2.0,38.0,117.0
0111000110000010,55.0,72.0,29.0,27.0,54.0,23.0,12.0,29.0
0111000011000001,55.0,44.0,23.0,42.0,54.0,100.0,172.0,13.0
0111000001110111,55.0,87.0,23.0,89.0,23.0,7.0,23.0,186.0
0111000001001001,55.0,85.0,100.0,92.0,56.0,11.0,59.0,76.0
0111000000110001,55.0,80.0,16.0,36.0,15.0,57.0,100.0,129.0
0111000000001101,55.0,59.0,49.0,107.0,39.0,15.0,25.0,152.0
0110111110010011,55.0,109.0,71.0,119.0,35.0,2.0,33.0,88.0
0110111101111100,55.0,71.0,49.0,76.0,25.0,2.0,4.0,32.0
0110111101101101,55.0,54.0,46.0,107.0,40.0,1.0,29.0,69.0
0110111011011101,55.0,30.0,23.0,68.0,54.0,40.0,12.0,52.0
0110111000010011,55.0,41.0,73.0,93.0,28.0,14.0,63.0,73.0
0110110111000110,55.0,28.0,10.0,4.0,11.0,2.0,4.0,2.0
0110110111000001,55.0,29.0,35.0,19.0,28.0,4.0,9.0,2.0
0110110100110001,55.0,33.0,21.0,28.0,29.0,1.0,33.0,58.0
0110110100011101,55.0,27.0,20.0,29.0,16.0,0.0,7.0,98.0
0110110100011100,55.0,83.0,170.0,68.0,43.0,7.0,26.0,57.0
0110110011001100,55.0,63.0,68.0,18.0,17.0,10.0,4.0,50.0
0110101111011110,55.0,91.0,108.0,104.0,25.0,2.0,19.0,109.0
0110101011100110,55.0,111.0,21.0,5.0,42.0,4.0,11.0,2.0
0110101001100110,55.0,61.0,79.0,13.0,20.0,4.0,8.0,2.0
0110101000101001,55.0,58.0,52.0,97.0,20.0,7.0,15.0,92.0
0110011111010111,55.0,65.0,95.0,83.0,39.0,6.0,4.0,62.0
0110011110110110,55.0,45.0,51.0,96.0,21.0,28.0,42.0,74.0
0110011110101110,55.0,64.0,54.0,43.0,16.0,5.0,7.0,22.0
0110011110100100,55.0,39.0,37.0,24.0,36.0,6.0,14.0,15.0
0110011110010101,55.0,52.0,57.0,89.0,14.0,6.0,19.0,111.0
0110011100101010,55.0,31.0,46.0,87.0,21.0,2.0,20.0,65.0
0110011011110101,55.0,139.0,28.0,42.0,13.0,99.0,100.0,27.0
0110011010101000,55.0,79.0,77.0,46.0,26.0,5.0,12.0,15.0
0110011001100110,55.0,56.0,22.0,20.0,27.0,10.0,17.0,7.0
0110011000101101,55.0,77.0,47.0,75.0,24.0,8.0,18.0,138.0
0110001111000101,55.0,22.0,109.0,167.0,19.0,3.0,52.0,5.0
0110001110011100,55.0,47.0,16.0,40.0,33.0,10.0,11.0,21.0
0110001101111000,55.0,38.0,53.0,50.0,22.0,4.0,5.0,14.0
0110001101011101,55.0,38.0,45.0,39.0,16.0,7.0,7.0,101.0
0110001100100011,55.0,89.0,66.0,144.0,46.0,3.0,10.0,76.0
0110001001001110,55.0,49.0,69.0,25.0,61.0,18.0,27.0,7.0
0110000111100111,55.0,29.0,78.0,39.0,32.0,1.0,2.0,4.0
0110000111100010,55.0,40.0,17.0,2.0,45.0,9.0,2.0,6.0
0101111110100101,55.0,24.0,18.0,39.0,19.0,2.0,5.0,40.0
0101111101110100,55.0,95.0,74.0,24.0,43.0,5.0,6.0,30.0
0101111101001101,55.0,58.0,70.0,127.0,33.0,3.0,13.0,83.0
0101111100001111,55.0,92.0,123.0,222.0,167.0,27.0,36.0,546.0
0101111010100101,55.0,36.0,36.0,114.0,18.0,64.0,47.0,213.0
0101111001110001,55.0,50.0,138.0,114.0,101.0,40.0,64.0,202.0
0101111001101001,55.0,91.0,39.0,77.0,71.0,8.0,16.0,38.0
0101110111111110,55.0,40.0,126.0,69.0,25.0,1.0,3.0,2.0
0101110111000011,55.0,108.0,81.0,85.0,48.0,2.0,15.0,16.0
0101110011101111,55.0,52.0,81.0,31.0,33.0,3.0,11.0,45.0
0101110001001010,55.0,47.0,65.0,18.0,38.0,9.0,9.0,7.0
0101101111111001,55.0,140.0,127.0,200.0,61.0,29.0,9.0,68.0
0101101110110110,55.0,38.0,168.0,158.0,60.0,4.0,4.0,14.0
0101101110001110,55.0,43.0,139.0,26.0,84.0,15.0,4.0,46.0
0101101100111000,55.0,66.0,67.0,65.0,56.0,7.0,4.0,97.0
0101101100001001,55.0,79.0,71.0,116.0,47.0,20.0,33.0,180.0
0101101011010111,55.0,79.0,110.0,167.0,15.0,3.0,19.0,80.0
0101101000110100,55.0,155.0,34.0,179.0,21.0,30.0,14.0,106.0
0101101000001100,55.0,100.0,78.0,129.0,43.0,28.0,17.0,89.0
0101100111100100,55.0,35.0,49.0,20.0,23.0,7.0,19.0,7.0
0101100110101101,55.0,37.0,215.0,114.0,81.0,26.0,5.0,269.0
0101100110010011,55.0,74.0,83.0,86.0,42.0,10.0,15.0,56.0
0101100110001110,55.0,42.0,24.0,58.0,34.0,13.0,3.0,35.0
0101100101110010,55.0,92.0,55.0,70.0,32.0,2.0,19.0,9.0
0101100101010111,55.0,86.0,53.0,35.0,73.0,2.0,24.0,107.0
0101100101001011,55.0,67.0,240.0,96.0,73.0,9.0,14.0,21.0
0101011110100111,55.0,48.0,68.0,134.0,50.0,12.0,15.0,228.0
0101011110001110,55.0,77.0,112.0,83.0,48.0,19.0,38.0,30.0
0101011100100111,55.0,62.0,56.0,56.0,64.0,21.0,51.0,72.0
0101011100010101,55.0,56.0,171.0,90.0,67.0,10.0,22.0,302.0
0101011100001101,55.0,56.0,102.0,99.0,32.0,13.0,42.0,78.0
0101011010010100,55.0,51.0,48.0,40.0,19.0,12.0,49.0,25.0
0101011001011111,55.0,25.0,27.0,79.0,20.0,5.0,8.0,81.0
0101011000111101,55.0,78.0,59.0,166.0,41.0,10.0,89.0,111.0
0101011000010101,55.0,53.0,42.0,58.0,34.0,9.0,47.0,149.0
0101010100110110,55.0,43.0,40.0,59.0,17.0,4.0,12.0,20.0
0101010011110001,55.0,73.0,23.0,20.0,29.0,15.0,18.0,22.0
0101010011100101,55.0,63.0,42.0,29.0,40.0,12.0,13.0,51.0
0101010010011111,55.0,52.0,108.0,116.0,22.0,8.0,33.0,268.0
0101010010010010,55.0,124.0,54.0,144.0,36.0,53.0,47.0,87.0
0101010001110100,55.0,54.0,84.0,72.0,108.0,5.0,17.0,43.0
0101010001011010,55.0,99.0,119.0,124.0,112.0,67.0,21.0,29.0
0101001111011111,55.0,20.0,93.0,58.0,20.0,13.0,6.0,127.0
0101001100011111,55.0,32.0,110.0,107.0,21.0,14.0,7.0,152.0
0101001011110011,55.0,63.0,134.0,149.0,51.0,21.0,17.0,42.0
0101001000001000,55.0,57.0,70.0,28.0,62.0,19.0,32.0,13.0
0101000111110100,55.0,30.0,42.0,8.0,18.0,10.0,15.0,9.0
0101000101010001,55.0,132.0,122.0,106.0,132.0,29.0,73.0,109.0
0101000101000101,55.0,57.0,26.0,70.0,30.0,4.0,23.0,45.0
0101000100110001,55.0,71.0,57.0,122.0,80.0,69.0,31.0,205.0
0101000100100101,55.0,39.0,60.0,48.0,27.0,12.0,23.0,172.0
0101000010100100,55.0,34.0,19.0,95.0,10.0,9.0,15.0,54.0
0101000010011101,55.0,100.0,35.0,158.0,49.0,30.0,40.0,229.0
0101000000001111,55.0,68.0,32.0,104.0,45.0,28.0,45.0,137.0
0100111110101011,55.0,24.0,27.0,51.0,19.0,16.0,5.0,22.0
0100111110011101,55.0,44.0,42.0,64.0,42.0,18.0,72.0,171.0
0100111110010100,55.0,67.0,59.0,41.0,14.0,17.0,4.0,55.0
0100111110010001,55.0,55.0,45.0,235.0,39.0,10.0,52.0,202.0
0100111101000011,55.0,85.0,88.0,19.0,31.0,1.0,13.0,11.0
0100111011110100,55.0,44.0,14.0,63.0,64.0,6.0,16.0,7.0
0100110101111001,55.0,61.0,134.0,171.0,31.0,10.0,24.0,170.0
0100110101010100,55.0,43.0,38.0,32.0,20.0,3.0,19.0,56.0
0100101110111000,55.0,44.0,66.0,46.0,29.0,4.0,51.0,8.0
0100101110100101,55.0,48.0,30.0,39.0,21.0,8.0,4.0,15.0
0100101101001010,55.0,127.0,97.0,136.0,46.0,23.0,14.0,2.0
0100101100111010,55.0,67.0,88.0,56.0,37.0,2.0,6.0,15.0
0100101100110000,55.0,68.0,17.0,53.0,27.0,10.0,9.0,10.0
0100101100101100,55.0,40.0,29.0,113.0,28.0,7.0,10.0,34.0
0100100110101000,55.0,72.0,134.0,13.0,28.0,0.0,0.0,6.0
0100011101110111,55.0,33.0,40.0,97.0,46.0,25.0,11.0,47.0
0100011010000110,55.0,55.0,74.0,71.0,67.0,7.0,55.0,12.0
0100011000111111,55.0,34.0,30.0,94.0,19.0,24.0,21.0,160.0
0100001111011010,55.0,92.0,156.0,17.0,93.0,8.0,16.0,7.0
0100001100110001,55.0,61.0,56.0,18.0,17.0,2.0,5.0,35.0
0100001100101100,55.0,75.0,93.0,97.0,23.0,7.0,62.0,73.0
0100001100001101,55.0,38.0,166.0,121.0,32.0,32.0,30.0,130.0
0011111110111110,55.0,12.0,10.0,92.0,4.0,7.0,2.0,12.0
0011111101100100,55.0,53.0,98.0,20.0,19.0,5.0,42.0,40.0
0011111011001100,55.0,46.0,104.0,24.0,13.0,22.0,25.0,10.0
0011110111011011,55.0,44.0,45.0,74.0,54.0,17.0,4.0,68.0
0011110110100000,55.0,44.0,101.0,73.0,69.0,4.0,13.0,21.0
0011110001111110,55.0,15.0,88.0,39.0,21.0,1.0,2.0,30.0
0011110001000010,55.0,68.0,79.0,71.0,28.0,6.0,9.0,5.0
0011101101000011,55.0,26.0,52.0,89.0,22.0,4.0,7.0,24.0
0011101100011010,55.0,51.0,66.0,64.0,27.0,19.0,17.0,35.0
0011101011101111,55.0,35.0,133.0,176.0,30.0,2.0,4.0,81.0
0011101010110000,55.0,80.0,81.0,53.0,40.0,13.0,34.0,27.0
0011101001001111,55.0,78.0,143.0,125.0,15.0,8.0,14.0,171.0
0011100110010010,55.0,30.0,28.0,146.0,19.0,4.0,6.0,46.0
0011100110000100,55.0,67.0,81.0,93.0,53.0,12.0,2.0,56.0
0011100100101000,55.0,178.0,58.0,83.0,10.0,4.0,21.0,28.0
0011011110010111,55.0,35.0,60.0,159.0,13.0,14.0,11.0,139.0
0011011101111110,55.0,65.0,81.0,100.0,11.0,15.0,7.0,39.0
0011011101000110,55.0,14.0,47.0,32.0,59.0,22.0,10.0,17.0
0011011100010110,55.0,30.0,28.0,48.0,14.0,6.0,11.0,55.0
0011011010101001,55.0,55.0,78.0,173.0,26.0,8.0,16.0,105.0
0011010010001001,55.0,37.0,62.0,46.0,13.0,8.0,9.0,97.0
0011010001110011,55.0,62.0,102.0,147.0,44.0,27.0,34.0,129.0
0011010001101100,55.0,116.0,117.0,112.0,33.0,9.0,12.0,124.0
0011010001100011,55.0,131.0,133.0,173.0,79.0,7.0,36.0,137.0
0011010000111011,55.0,24.0,45.0,24.0,11.0,1.0,10.0,95.0
0011001011101100,55.0,46.0,56.0,98.0,43.0,6.0,5.0,6.0
0011001011000001,55.0,37.0,60.0,135.0,27.0,2.0,12.0,21.0
0011000111000100,55.0,82.0,109.0,60.0,11.0,1.0,7.0,12.0
0011000110111011,55.0,19.0,56.0,56.0,11.0,1.0,11.0,106.0
0011000110100100,55.0,49.0,54.0,149.0,12.0,0.0,23.0,54.0
0011000110000111,55.0,46.0,61.0,88.0,24.0,4.0,9.0,132.0
0011000100100000,55.0,110.0,30.0,120.0,30.0,4.0,28.0,45.0
0011000100010011,55.0,53.0,103.0,135.0,24.0,5.0,56.0,230.0
0011000001100001,55.0,70.0,44.0,71.0,21.0,11.0,23.0,42.0
0011000001100000,55.0,71.0,17.0,20.0,12.0,6.0,26.0,4.0
0011000001010001,55.0,24.0,104.0,111.0,13.0,5.0,56.0,143.0
0011000000001111,55.0,38.0,42.0,43.0,35.0,26.0,13.0,178.0
0010111111101001,55.0,32.0,54.0,16.0,40.0,6.0,31.0,39.0
0010111101100110,55.0,41.0,49.0,83.0,8.0,2.0,7.0,5.0
0010111011110000,55.0,116.0,23.0,48.0,22.0,18.0,2.0,2.0
0010111001000110,55.0,86.0,68.0,57.0,53.0,4.0,11.0,2.0
0010110111110111,55.0,36.0,64.0,66.0,36.0,4.0,8.0,75.0
0010110111000001,55.0,55.0,70.0,32.0,19.0,3.0,15.0,11.0
0010110110101101,55.0,27.0,79.0,125.0,18.0,1.0,6.0,99.0
0010110010000011,55.0,41.0,108.0,91.0,70.0,4.0,27.0,54.0
0010110000000011,55.0,44.0,42.0,140.0,16.0,12.0,0.0,113.0
0010110000000000,55.0,15.0,15.0,42.0,10.0,4.0,2.0,6.0
0010101111110100,55.0,15.0,14.0,18.0,10.0,3.0,0.0,5.0
0010101101000001,55.0,121.0,39.0,38.0,14.0,2.0,5.0,6.0
0010101100000111,55.0,24.0,68.0,41.0,15.0,8.0,12.0,66.0
0010101011000000,55.0,59.0,25.0,5.0,55.0,1.0,6.0,2.0
0010101000101010,55.0,71.0,263.0,83.0,35.0,12.0,24.0,71.0
0010011101001001,55.0,36.0,22.0,37.0,35.0,3.0,8.0,17.0
0010011011010101,55.0,45.0,55.0,61.0,5.0,10.0,7.0,82.0
0010011001110001,55.0,58.0,22.0,72.0,30.0,3.0,10.0,62.0
0010011000001101,55.0,100.0,49.0,140.0,29.0,13.0,56.0,212.0
0010010101100101,55.0,89.0,53.0,158.0,27.0,16.0,19.0,48.0
0010010100101100,55.0,88.0,118.0,405.0,47.0,6.0,34.0,76.0
0010010100001001,55.0,109.0,117.0,157.0,32.0,26.0,33.0,48.0
0010010011110111,55.0,65.0,78.0,110.0,65.0,5.0,33.0,74.0
0010010010110110,55.0,33.0,66.0,75.0,45.0,20.0,12.0,58.0
0010010010100100,55.0,105.0,54.0,105.0,29.0,6.0,27.0,44.0
0010010010011110,55.0,97.0,56.0,147.0,30.0,15.0,15.0,75.0
0010010001011100,55.0,88.0,63.0,52.0,20.0,27.0,14.0,90.0
0010010001010110,55.0,80.0,82.0,113.0,21.0,1.0,52.0,35.0
0010001011101011,55.0,48.0,58.0,28.0,13.0,4.0,1.0,10.0
0001111110100010,55.0,26.0,39.0,46.0,22.0,3.0,6.0,10.0
0001111101101010,55.0,69.0,41.0,31.0,68.0,5.0,6.0,6.0
0001111100111010,55.0,4.0,21.0,84.0,10.0,3.0,5.0,12.0
0001111011001100,55.0,32.0,36.0,21.0,19.0,2.0,11.0,2.0
0001111010001000,55.0,73.0,45.0,16.0,31.0,2.0,7.0,5.0
0001111001101000,55.0,46.0,108.0,29.0,38.0,1.0,19.0,3.0
0001111001011110,55.0,31.0,30.0,53.0,50.0,7.0,4.0,44.0
0001110111111011,55.0,18.0,122.0,104.0,10.0,1.0,3.0,16.0
0001110111100001,55.0,32.0,98.0,40.0,22.0,9.0,4.0,18.0
0001110100011010,55.0,40.0,60.0,59.0,19.0,5.0,18.0,13.0
0001110000101100,55.0,41.0,41.0,113.0,23.0,4.0,8.0,91.0
0001110000101010,55.0,54.0,139.0,126.0,15.0,4.0,4.0,32.0
0001101101111010,55.0,62.0,91.0,58.0,37.0,0.0,11.0,31.0
0001101101011001,55.0,19.0,81.0,92.0,51.0,4.0,27.0,112.0
0001101011101001,55.0,61.0,87.0,30.0,43.0,7.0,33.0,5.0
0001101010100101,55.0,37.0,78.0,106.0,35.0,15.0,6.0,132.0
0001101010010100,55.0,20.0,57.0,64.0,19.0,1.0,28.0,48.0
0001101001001011,55.0,65.0,58.0,54.0,74.0,6.0,12.0,26.0
0001101000001101,55.0,78.0,73.0,146.0,24.0,4.0,17.0,182.0
0001100110001100,55.0,37.0,108.0,128.0,24.0,2.0,21.0,23.0
0001100101111010,55.0,34.0,93.0,48.0,68.0,3.0,4.0,10.0
0001100101101011,55.0,28.0,50.0,104.0,33.0,0.0,6.0,65.0
0001100001110011,55.0,27.0,159.0,117.0,31.0,4.0,18.0,91.0
0001100001101010,55.0,54.0,31.0,26.0,67.0,1.0,1.0,2.0
0001100001100100,55.0,64.0,106.0,38.0,20.0,3.0,7.0,4.0
0001011111000000,55.0,138.0,37.0,24.0,34.0,2.0,6.0,3.0
0001011101110110,55.0,31.0,29.0,41.0,73.0,16.0,15.0,40.0
0001011100111011,55.0,23.0,63.0,179.0,32.0,5.0,4.0,118.0
0001011100000000,55.0,49.0,100.0,130.0,28.0,5.0,5.0,14.0
0001011000100010,55.0,50.0,99.0,166.0,25.0,4.0,34.0,40.0
0001010111111110,55.0,16.0,38.0,23.0,6.0,3.0,6.0,34.0
0001001101100110,55.0,38.0,41.0,38.0,48.0,2.0,13.0,6.0
0001001101010101,55.0,8.0,37.0,35.0,7.0,4.0,8.0,88.0
0001001100111000,55.0,46.0,64.0,76.0,10.0,6.0,14.0,53.0
0001001010001010,55.0,56.0,68.0,78.0,17.0,1.0,5.0,11.0
0001001000100010,55.0,34.0,163.0,123.0,19.0,5.0,12.0,8.0
0001000111001111,55.0,28.0,40.0,69.0,8.0,1.0,7.0,25.0
0001000111001001,55.0,44.0,74.0,23.0,11.0,12.0,5.0,9.0
0001000101101110,55.0,49.0,91.0,38.0,57.0,10.0,6.0,14.0
0001000100111010,55.0,40.0,113.0,227.0,39.0,10.0,29.0,41.0
0001000011000001,55.0,73.0,71.0,44.0,53.0,39.0,38.0,5.0
0001000010101101,55.0,27.0,68.0,160.0,11.0,6.0,47.0,81.0
0001000001101010,55.0,71.0,48.0,27.0,34.0,3.0,4.0,5.0
0001000001100110,55.0,100.0,155.0,108.0,41.0,18.0,5.0,6.0
0001000000101111,55.0,17.0,88.0,104.0,25.0,5.0,29.0,164.0
0001000000011010,55.0,61.0,147.0,108.0,28.0,6.0,32.0,33.0
0001000000001011,55.0,67.0,82.0,182.0,66.0,22.0,14.0,126.0
0001000000000000,55.0,69.0,51.0,82.0,19.0,6.0,15.0,17.0
0000111111101111,55.0,17.0,28.0,36.0,11.0,5.0,5.0,13.0
0000111011011001,55.0,47.0,56.0,38.0,72.0,5.0,8.0,4.0
0000111011001001,55.0,76.0,37.0,8.0,37.0,14.0,20.0,2.0
0000101111100001,55.0,72.0,57.0,40.0,74.0,4.0,8.0,5.0
0000101110111000,55.0,34.0,38.0,63.0,28.0,0.0,11.0,6.0
0000101101010011,55.0,28.0,141.0,64.0,82.0,2.0,5.0,32.0
0000101100000010,55.0,59.0,68.0,93.0,42.0,2.0,3.0,23.0
